danish,english,ukranian
Har du nogen medicinske recepter?,Do you have any medical prescriptions?,Чи є у вас якісь медичні рецепти?
Tager du nogen form for lægemidler regelmæssigt?,Are you taking any form of medication regularly?,Чи приймаєте ви регулярно якісь ліки?
Har du nogen medicinske præparater?,Do you have any medical preparations?,Чи маєте ви якісь медичні препарати?
Bruger du medicin til at håndtere en tilstand?,Are you using medication to manage a condition?,Чи використовуєте ви ліки для покращення самопочуття?
Får du nogen former for medicin fra apoteket?,Are you receiving any forms of medication from the pharmacy?,Чи одержуєте ви якісь ліки в аптеці?
Er du i øjeblikket på nogen medicin?,Are you currently on any medication?,Чи вживаєте ви зараз якісь ліки?
Tager du nogen form for medicin for øjeblikket?,Are you taking any form of medication currently?,Чи приймаєте ви зараз будь-які ліки?
Har du nogen receptpligtige lægemidler?,Do you have any prescription medications?,"Чи є у вас ліки, які відпускаються за рецептом?"
Bruger du nogen former for medicin?,Are you using any forms of medication?,Чи вживаєте ви будь-які форми ліків?
Er du på nogen form for medicin?,Are you on any form of medication?,Чи приймаєте ви зараз якісь ліки?
Modtager du medicinsk behandling?,Are you receiving medical treatment?,Чи отримуєте ви медичне лікування?
Tager du medicin som en del af din daglige rutine?,Do you take medication as part of your daily routine?,Чи приймаєте ви ліки у своєму повсякденному житті?
Har du brug for medicin dagligt?,Do you need medication daily?,Чи потрібні вам ліки щодня?
Tager du medicin som en del af en behandlingsplan?,Do you take medication as part of a treatment plan?,Чи приймаєте ви ліки в рамках плану лікування?
Er du på nogen form for medicin på daglig basis?,Are you on any form of medication on a daily basis?,Чи приймаєте ви якісь ліки щодня?
Modtager du medicin for at forbedre din sundhedstilstand?,Are you receiving medication to improve your health condition?,Чи приймаєте ви ліки для покращення стану здоров'я?
Tager du medicin som en del af din daglige rutine?,Do you take medication as part of your daily routine?,Чи приймаєте ви ліки у своєму повсякденному житті?
Har du nogensinde prøvet at få røntgen kontraststof?,Have you ever tried getting contrast dye for X-rays?,Чи намагалися ви коли-небудь приймати контрастну речовину для рентгену?
Har du nogensinde prøvet at få sprøjtet jod kontrast ind i en blodåre?,Have you ever tried getting injected with iodine contrast into a vein?,Чи намагалися ви коли-небудь робити ін'єкцію йодного контрасту у вену?
Har du prøvet at få jod indeholdende kontrast før?,Have you tried getting iodine-containing contrast before?,"Чи намагалися ви раніше вводити контраст, що містить йод?"
Har du prøvet at få røntgen kontrast indsprøjtet i en blodåre før=,Have you tried getting X-ray contrast injected into a vein before?,Чи намагалися ви коли-небудь раніше вводити рентгеноконтрастну речовину у вену?
Har du nogensinde fået noget sprøjtet ind i en blodåre på en røntgenafdeling?,Have you ever had something injected into a vein at a radiology department?,Чи вводили вам коли-небудь щось у вену в рентгенівському відділенні?
Er du blevet givet røntgenkontrast før?,Have you been given X-ray contrast before?,Чи вводили вам раніше рентгенконтрастні речовини?
Skete der noget sidste gang du fik kontrast?,Did anything happen last time you got contrast?,Чи сталося щось минулого разу коли вам вводили контраст?
Skete der noget sidst du fik sprøjtet kontrast ind?,Did anything happen the last time you got contrast injected?,Чи сталося щось під час вашої останньої ін'єкції контрасту?
Er du blevet givet nogen form for medicin på en røntgenafdeling før?,Have you been given any form of medication at a radiology department before?,Чи давали вам раніше будь-які ліки у рентгенівському відділенні?
Har du prøvet at få røntgen kontraststof?,Have you tried getting X-ray contrast dye?,Чи пробували ви приймати рентгеноконтрастний барвник?
Har du nogensinde prøvet at få sprøjtet jod kontrast ind i en blodåre?,Have you ever tried getting injected with iodine contrast into a vein?,Чи пробували ви коли-небудь отримувати ін'єкцію йодного контрасту у вену?
Har du prøvet at få jod indeholdende kontrast før?,Have you tried getting iodine-containing contrast before?,Чи пробували ви раніше отримувати йодовмісний контраст?
Har du prøvet at få røntgen kontrast indsprøjtet i en blodåre før?,Have you tried getting X-ray contrast injected into a vein before?,Чи пробували ви раніше отримувати рентгеноконтрастний препарат у вену?
Har du nogensinde fået noget sprøjtet ind i en blodåre på en røntgenafdeling?,Have you ever had something injected into a vein at a radiology department?,Чи вводили вам коли-небудь щось у вену в рентгенівському відділенні?
Er du blevet givet røntgenkontrast før?,Have you been given X-ray contrast before?,Чи вводили вам раніше рентгенконтрастні препарати?
Skete der noget sidste gang du fik kontrast?,Did anything happen last time you got contrast?,Чи сталося що-небудь минулого разу коли вам вводили контраст?
Skete der noget sidst du fik sprøjtet kontrast ind?,Did anything happen last time you got contrast injected?,Чи сталося щось під час останньої вашої ін'єкції контрасту?
Er du blevet givet nogen form for medicin på en røntgenafdeling før?,Have you been given any form of medication at a radiology department before?,Чи отримували ви раніше якісь медикаменти в рентгенівському відділенні?
Har du erfaring med at modtage røntgenkontraststof?,Do you have experience receiving X-ray contrast?,Чи є у вас досвід отримання рентгенконтрастних препаратів?
Har du nogensinde haft jodkontrast injiceret i dine årer?,Have you ever had iodine contrast injected in your veins?,Чи вводили вам коли-небудь йодний контраст у вени?
"Er du bekendt med at få kontraststof, der indeholder jod?",Are you familiar with receiving contrast containing iodine?,"Чи знайомі ви з прийомом контрасту, що містить йод?"
Har du fået røntgenkontrast indsprøjtet tidligere?,Have you received X-ray contrast injected before?,Чи робили вам раніше ін'єкції рентгенконтрастних препаратів?
Har du prøvet at få noget injiceret i dine årer under en røntgenundersøgelse?,Have you ever had anything injected into your veins during an X-ray procedure?,Чи вводили вам коли-небудь щось у вени під час рентгенівської процедури?
Har du tidligere modtaget røntgenkontrast?,Have you previously received X-ray contrast?,Чи отримували ви раніше рентгеноконтрастні препарати?
"Oplevede du noget specielt, da du fik kontrast sidst?",Did you experience anything specific when you last received contrast?,Чи відчували ви щось особливе під час останнього введення контрасту?
"Hvordan var din oplevelse, da du fik kontrasten sidste gang?",How was your experience when you last received contrast?,Які були ваші відчуття під час останнього введення контрасту?
Har du fået nogen medicin under en røntgenprocedure før?,Have you been given any medication during an X-ray procedure before?,Чи давали вам раніше якісь ліки під час рентгенівської процедури?
Har du prøvet at få kontrast injiceret tidligere?,Have you tried getting contrast injected before?,Чи пробували ви раніше робити ін'єкції контрасту?
Har du nogensinde fået kontraststof før?,Have you ever received contrast before?,Чи отримували ви коли-небудь контраст раніше?
Er du vant til at få kontrast injiceret i dine årer?,Are you used to getting contrast injected into your veins?,Чи звикли ви до введення контрасту у вени?
Har du modtaget kontrast under en røntgenprocedure før?,Have you received contrast during an X-ray procedure before?,Чи вводили вам раніше контраст під час рентгену?
"Hvordan føltes det, da du sidst fik kontrast indsprøjtet?",How did it feel when you last got contrast injected?,Що ви відчували під час останньої ін'єкції контрасту?
"Var der nogen specifikke bivirkninger, da du fik kontrast sidste gang?",Were there any specific side effects when you last received contrast?,Чи були якісь специфічні побічні ефекти під час останнього введення контрасту?
Har du erfaring med at modtage medicin på en røntgenafdeling?,Do you have experience receiving medication at a radiology department?,Чи є у вас досвід прийому ліків у рентгенівському відділенні?
Har du prøvet at få kontraststof i en blodåre før?,Have you tried getting contrast injected into a vein before?,Чи пробували Ви раніше отримувати введення контрасту у вену?
Har du fået injiceret kontraststof tidligere?,Have you received contrast injected before?,Чи робили вам раніше ін'єкції контрасту?
Hvordan var din oplevelse med kontrasten sidst?,How was your experience with the contrast last time?,Яким був ваш досвід з контрастом минулого разу?
Har du nogensinde oplevet at få kontraststof under en røntgenundersøgelse?,Have you ever experienced getting contrast during an X-ray examination?,Чи доводилося вам коли-небудь отримувати контраст під час рентгенівського обстеження?
Har du fået medicin under en røntgenprocedure tidligere?,Have you received medication during an X-ray procedure before?,Чи отримували ви раніше медикаменти під час рентгенівської процедури?
Hvordan var det at få kontraststof injiceret sidste gang?,How was it to get contrast injected last time?,Як проходило введення контрасту минулого разу?
Har du tidligere fået kontrast i dine årer?,Have you previously received contrast in your veins?,Чи вводили вам раніше контраст у вени?
Har du haft kontraststof under en røntgenafdelingsbesøg før?,Have you had contrast during a visit to the radiology department before?,Чи вводили вам раніше контраст під час візиту до рентгенівського відділення?
Har du oplevet nogen form for reaktion på kontraststof tidligere?,Have you experienced any reactions to contrast before?,Чи були у вас раніше якісь реакції на контраст?
Har du fået noget injiceret under en røntgenundersøgelse før?,Have you had anything injected during an X-ray examination before?,Чи вводили вам раніше що-небудь під час рентгенівського обстеження?
Har du modtaget røntgenkontrast i en blodåre før?,Have you received X-ray contrast in a vein before?,Чи вводили вам раніше рентгеноконтраст у вену?
Hvordan reagerede du sidst på kontraststof?,How did you react last time to contrast?,Як ви сприйняли контраст минулого разу?
Har du fået noget injiceret i dine årer på en røntgenafdeling før?,Have you had anything injected into your veins at a radiology department before?,Чи вводили вам раніше щось у вени в рентгенівському відділенні?
Har du prøvet kontraststof tidligere?,Have you tried contrast before?,Чи пробували ви контраст раніше?
Har du fået kontraststof i din krop før?,Have you received contrast in your body before?,Чи вводили раніше контраст в організм?
Har du tidligere modtaget kontraststof under røntgenundersøgelser?,Have you previously received contrast during X-ray examinations?,Чи отримували ви раніше контраст під час рентгенівських обстежень?
Har du haft erfaring med kontraststof tidligere?,Do you have experience with contrast before?,Чи є у вас досвід взаємодії з контрастом у минулому?
Har du nogensinde fået kontrast i din blodbane før?,Have you ever had contrast in your bloodstream before?,Чи вводили вам раніше контраст у кровообіг?
Har du fået kontrast injiceret tidligere?,Have you received contrast injected before?,Чи робили вам раніше ін'єкції контрасту?
Har du prøvet at få kontrast ind i en blodåre før?,Have you tried getting contrast into a vein before?,Чи пробували ви раніше отримувати контраст у вену?
Har du oplevet nogen bivirkninger ved kontrast tidligere?,Have you experienced any side effects from contrast before?,Чи були у вас раніше якісь побічні ефекти від контрасту?
Har du modtaget kontraststof i din krop før?,Have you received contrast in your body before?,Чи вводили вам раніше контраст в організм?
Har du oplevet noget specielt ved at få kontrast indsprøjtet?,Have you experienced anything specific when getting contrast injected?,Чи відчували ви щось специфічне при введенні контрасту?
Har du prøvet kontrast under en røntgenprocedure før?,Have you tried contrast during an X-ray procedure before?,Чи пробували ви раніше контраст під час рентгенівської процедури?
Har du fået kontrast injiceret i dine årer tidligere?,Have you received contrast injected into your veins before?,Чи вводили вам раніше контраст у вени?
Har du erfaring med kontraststof under røntgenundersøgelser?,Do you have experience with contrast during X-ray examinations?,Чи є у вас досвід застосування контрасту під час рентгенівських обстежень?
Har du oplevet reaktioner på kontrast tidligere?,Have you experienced reactions to contrast before?,Чи були у вас раніше реакції на контраст?
Har du tidligere fået kontrast ind i din blodbane?,Have you previously had contrast in your bloodstream?,Чи був у вас раніше контраст у крові?
Har du fået kontrast under røntgenundersøgelser før?,Have you had contrast during X-ray examinations before?,Чи застосовували вам раніше контраст під час рентгенівських обстежень?
Har du nogensinde modtaget kontraststof i din krop?,Have you ever received contrast in your body?,Чи вводили вам коли-небудь контраст в організм?
Har du prøvet kontraststof i dine årer før?,Have you tried contrast in your veins before?,Чи пробували ви раніше застосовувати контраст у вену?
Har du haft kontrast injiceret under røntgenundersøgelser før?,Have you had contrast injected during X-ray examinations before?,Чи вводили вам раніше контраст під час рентгенівських обстежень?
Har du tidligere fået kontraststof under røntgenafdelingsbesøg?,Have you previously received contrast during visits to the radiology department?,Чи отримували ви раніше контраст під час візитів до рентгенівського відділення?
Har du nogen form for astma?,Do you have any asthma?,Ви хворієте на астму?
Har du problemer med at komme af med bakterierne i dine lunger?,Do you have trouble clearing bacteria from your lungs?,Чи є у вас проблеми з очищенням легенів від бактерій?
Tager du nogen form for lungemedicin?,Are you taking any lung medication?,Чи приймаєте ви якісь ліки для легенів?
Har du tidligere haft astma?,Have you had asthma before?,Чи хворіли ви раніше на астму?
Har du astma?,Do you have asthma?,Ви хворієте на астму?
Er der nogen chance for du har astma?,Is there a chance you have asthma?,"Чи існує ймовірність того, що у вас астма?"
Er der risiko for du har astma?,Is there a risk you have asthma?,Чи є ризик того що у вас астма?
Har du prøvet at have’ astma før?,Have you experienced asthma before?,Чи були у вас раніше випадки астми?
Har du problemer med astma?,Do you have asthma problems?,Чи є у вас проблеми з астмою?
Har du nogen lungeproblemer ift. hoste eller anden du tager medicin for,Do you have any lung problems like coughing or others you take medication for?,"Чи є у вас проблеми з легенями, такі як кашель або інші, від яких ви приймаєте ліки?"
Tager du lungemedicin?,Are you taking lung medication?,Чи приймаєте ви ліки для легенів?
Har du nogen former for astma?,Do you have any forms of asthma?,Чи маєте ви якусь форму астми?
Oplever du vanskeligheder med at fjerne bakterierne fra dine lunger?,Do you experience difficulty clearing bacteria from your lungs?,Чи відчуваєте ви труднощі з очищенням легенів від бактерій?
Indtager du medicin til behandling af dine lunger?,Are you taking medication for your lungs?,Чи приймаєте ви ліки для легенів?
Har du tidligere lidt af astma?,Have you had asthma before?,Чи хворіли ви раніше на астму?
Er astma en del af dine helbredsmæssige udfordringer?,Is asthma part of your health challenges?,Чи є астма частиною ваших проблем зі здоров'ям?
"Er der en mulighed for, at du lider af astma?",Is there a possibility you have asthma?,Чи існує ймовірність того що у вас астма?
"Er der en risiko for, at du har astma?",Is there a risk you have asthma?,"Чи є у вас ризик того, що ви хворієте на астму?"
Har du erfaring med at have astma?,Do you have experience having asthma?,Чи був у вас випадок захворювання на астму?
Oplever du problemer i forbindelse med astma?,Do you experience problems with asthma?,Чи є у вас проблеми з астмою?
"Har du nogle lungeproblemer, såsom hoste, der kræver medicin?",Do you have any lung problems that require medication?,"Чи є у вас проблеми з легенями, які потребують лікування?"
Er du på medicin til dine lunger?,Are you on medication for your lungs?,Чи приймаєте ви ліки для легень?
Har du nogensinde haft symptomer på astma?,Have you ever had symptoms of asthma?,Чи були у вас коли-небудь симптоми астми?
Er astma en bekymring for dig?,Is asthma a concern for you?,Чи турбує вас астма?
Har du haft astmaanfald før?,Have you had asthma attacks before?,Чи були у вас напади астми раніше?
"Er der nogen indikationer på, at du lider af astma?",Are there any indications that you suffer from asthma?,"Чи є якісь ознаки того, що ви страждаєте на астму?"
"Er der tegn på, at du har astma?",Are there signs that you have asthma?,"Чи є якісь прояви того, що у вас астма?"
Har du oplevet astma-relaterede symptomer tidligere?,Have you experienced asthma-related symptoms before?,"Чи відчували ви раніше симптоми, пов'язані з астмою?"
Har du oplevet astmaanfald før?,Have you experienced asthma attacks before?,Чи траплялися у вас раніше напади астми?
Er astma en del af din medicinske historie?,Is asthma part of your medical history?,Чи є астма частиною вашої історії хвороби?
Har du tidligere fået behandling for astma?,Have you received treatment for asthma before?,Чи лікувалися ви раніше від астми?
Er du tilbøjelig til astma?,Are you prone to asthma?,Чи схильні ви до астми?
Har du nogen luftvejsproblemer?,Do you have any respiratory problems?,Чи є у вас якісь проблеми з органами дихання?
Har du brug for medicin til dine lunger?,Do you need medication for your lungs?,Чи потрібні вам ліки для легень?
Er astma en del af din daglige udfordring?,Is asthma part of your daily challenges?,Чи є астма частиною ваших щоденних проблем?
Har du oplevet astma-relaterede komplikationer?,Have you experienced asthma-related complications?,Чи виникали у вас ускладнення пов'язані з астмою?
Har du nogensinde haft vejrtrækningsproblemer?,Have you ever had breathing problems?,Чи були у вас коли-небудь проблеми з диханням?
Er der nogen tegn på astma hos dig?,Are there any signs of asthma in you?,Чи є у вас якісь ознаки астми?
Har du haft problemer med din vejrtrækning?,Have you had breathing difficulties?,Чи були у вас труднощі з диханням?
"Er astma noget, du bekymrer dig om?",Is asthma something you worry about?,Чи турбує вас астма?
Har du nogensinde haft åndedrætsproblemer?,Have you ever had breathing problems?,Чи були у вас коли-небудь проблеми з диханням?
Har du nogen bekymringer vedrørende astma?,Do you have any concerns regarding asthma?,Чи є у вас якісь занепокоєння щодо астми?
Er astma en del af din medicinske historie?,Is asthma part of your medical history?,Чи є астма частиною вашої медичної історії?
Har du tidligere fået diagnosen astma?,Have you been previously diagnosed with asthma?,"Чи ставили вам раніше діагноз ""астма""?"
Har du oplevet astma-symptomer for nylig?,Have you experienced asthma symptoms recently?,Чи відчували ви симптоми астми нещодавно?
Har du brug for medicin til at kontrollere dine lunger?,Do you need medication to control your lungs?,"Чи потрібні вам ліки, щоб контролювати стан ваших легенів?"
"Er astma noget, du har oplevet?",Have you experienced asthma?,Ви вже хворіли на астму?
Har du nogensinde haft astma-symptomer?,Have you ever had asthma symptoms?,Чи були у вас коли-небудь симптоми астми?
Er du tilbøjelig til at udvikle astma?,Are you prone to developing asthma?,Чи схильні ви до розвитку астми?
Har du haft perioder med åndenød?,Have you had periods of shortness of breath?,Чи були у вас періоди задишки?
Har du brug for behandling mod astma?,Do you need treatment for asthma?,Чи потребуєте ви лікування від астми?
Er astma en bekymring for dig?,Is asthma a concern for you?,Чи турбує вас астма?
Har du oplevet forværring af dine lunger?,Have you experienced worsening of your lungs?,Чи відчували ви погіршення стану ваших легенів?
Er astma en del af din medicinske tilstand?,Is asthma part of your medical condition?,Чи є астма частиною вашого стану здоров'я?
Har du brug for medicin til at lindre dine luftvejsproblemer?,Do you need medication to relieve your respiratory problems?,Чи потрібні вам ліки для полегшення ваших проблем з диханням?
Har du nogensinde haft problemer med at trække vejret?,Have you ever had trouble breathing?,Чи були у вас коли-небудь проблеми з диханням?
Er du nogensinde blevet opereret i nyrerne?,Have you ever had kidney surgery?,Чи робили вам коли-небудь операцію на нирках?
Har du haft nyre kirurgi?,Have you had surgery on your kidneys?,Чи робили вам операцію на нирках?
Har du haft problemer med nyrerne?,Have you had kidney problems?,Чи були у вас проблеми з нирками?
Er der noget vi skal være opmærksomme omkring dine nyrer?,Is there anything we should be aware of regarding your kidneys?,"Чи є щось, про що ми повинні знати стосовно ваших нирок?"
Har du tidligere haft problemer med nyrerne?,Have you had previous kidney problems?,Чи були у вас раніше проблеми з нирками?
Har du fået nyre kirurgi?,Have you had kidney surgery?,Чи робили вам операцію на нирках?
Er du blevet opereret i dine nyrer?,Have you been operated on your kidneys?,Чи робили вам операцію на нирках?
Er der nogensinde blevet udført kirurgi på dine nyrer?,Has there ever been surgery on your kidneys?,Чи була у вас коли-небудь операція на нирках?
Har du gennemgået operation i nyreregionen?,Have you undergone surgery in the kidney region?,Чи робили вам операцію в області нирок?
Er der nogen historie om nyreoperationer hos dig?,Is there any history of kidney surgeries with you?,Чи є у вас в історії хвороби операції на нирках?
Er der nogensinde blevet foretaget kirurgiske indgreb i dine nyrer?,Has there ever been surgical procedures on your kidneys?,Чи були у вас коли-небудь хірургічні втручання на нирках?
Har du oplevet nyreoperationer tidligere?,Have you experienced kidney surgeries before?,Чи були у вас раніше операції на нирках?
Har der været nogen kirurgiske indgreb i dine nyrer?,Have there been any surgical interventions in your kidneys?,Чи були у вас якісь хірургічні втручання на нирках?
Har du haft nyrekirurgi tidligere?,Have you had kidney surgery before?,Чи робили вам раніше операцію на нирках?
Har du tidligere fået kirurgisk behandling i dine nyrer?,Have you previously received surgical treatment in your kidneys?,Чи робили вам раніше хірургічні операції на нирках?
Er der nogen tidligere indgreb på dine nyrer?,Have there been any previous procedures on your kidneys?,Чи проходили ви раніше якісь процедури на нирках?
Har dine nyrer været genstand for kirurgisk indgreb?,Have your kidneys been subjected to surgical treatment?,Чи були ваші нирки прооперовані хірургічним шляхом?
Har du oplevet kirurgi i forbindelse med dine nyrer?,Have you experienced surgery related to your kidneys?,"Чи перенесли ви операцію, пов'язану з нирками?"
Har der været nogen tidligere operationer på dine nyrer?,Have there been any previous surgeries on your kidneys?,Чи були у вас раніше якісь хірургічні операції на нирках?
Har du haft operationer relateret til dine nyrer?,Have you had surgeries related to your kidneys?,"Чи були у вас операції, пов'язані з нирками?"
"Er nyreoperationer noget, du har erfaring med?",Are kidney surgeries something you have experience with?,Чи є у вас досвід хірургічних операцій на нирках?
Har dine nyrer tidligere været under kirurgisk behandling?,Have your kidneys previously been under surgical treatment?,Чи лікували ваші нирки раніше хірургічним шляхом?
Har der været kirurgiske procedurer i dine nyrer?,Have there been surgical procedures in your kidneys?,Чи проводилися якісь хірургічні процедури на ваших нирках?
"Er kirurgiske indgreb i dine nyrer noget, du har oplevet?",Are surgical interventions in your kidneys something you have experienced?,Чи доводилося вам переживати хірургічні втручання на нирках?
Har du tidligere fået udført operationer på dine nyrer?,Have you had previous surgeries on your kidneys?,Чи робили вам раніше операції на нирках?
"Har du tidligere haft nyreproblemer, der krævede kirurgi?",Have you previously had kidney problems requiring surgery?,"Чи були у вас раніше проблеми з нирками, які потребували хірургічного втручання?"
Er der tidligere blevet udført operationer i dine nyrer?,Have there been previous surgeries on your kidneys?,Чи робили вам раніше операції на нирках?
Har du oplevet operationer i relation til dine nyrer?,Have you experienced surgeries related to your kidneys?,"Чи робили вам операції, пов'язані з нирками?"
Har du haft behov for kirurgi på dine nyrer?,Have you needed surgery on your kidneys?,Чи потрібна була вам операція на нирках?
"Er nyreoperationer noget, du har gennemgået?",Have kidney surgeries been something you have undergone?,Чи проводилися вам операції на нирках?
Har dine nyrer været genstand for operationer?,Have your kidneys been subjected to surgeries?,Чи проводилися якісь хірургічні операції на ваших нирках?
Har der været nogen tidligere kirurgi i dine nyrer?,Have there been any previous surgeries on your kidneys?,Чи були у вас раніше операції на нирках?
Har du tidligere fået operationer på dine nyrer?,Have you had surgeries on your kidneys?,Чи робили вам операції на нирках?
Har du haft kirurgiske indgreb relateret til dine nyrer?,Have you had any forms of surgical treatment on your kidneys?,Чи проходили ви якісь форми хірургічного лікування на нирках?
Er der foretaget nogen kirurgiske indgreb i nyreregionen?,Is there anything we should be aware of regarding your previous kidney surgeries?,"Чи є щось, про що ми повинні знати стосовно ваших попередніх операцій на нирках?"
Har du tidligere haft kirurgiske procedurer på dine nyrer?,Have you previously had surgeries on your kidneys?,Чи перенесли ви раніше операції на нирках?
"Er der noget, vi bør vide om dine tidligere nyreoperationer?",Have you had any forms of surgical treatment for your kidneys?,Чи проходили ви будь-які форми хірургічного лікування нирок?
Har du tidligere haft kirurgi på dine nyrer?,Is there anything we should know about your kidneys and surgery?,"Чи є щось, що ми повинні знати про ваші нирки та хірургічні втручання?"
Har du haft nogen former for kirurgisk behandling af dine nyrer?,Have you experienced surgery related to your kidneys?,"Чи були у вас хірургічні втручання, пов'язані з нирками?"
Er der noget vi skal være opmærksomme på angående dine nyrer og kirurgi?,Have there been any previous interventions in your kidneys?,Чи мали ви якісь попередні втручання на нирках?
Har du oplevet kirurgi i forbindelse med dine nyrer?,Have you had kidney surgeries before?,Чи робили вам раніше операції на нирках?
Har der været tidligere indgreb i dine nyrer?,Are kidney surgeries part of your medical history?,Чи є операції на нирках частиною вашої історії хвороби?
Har du haft nyreoperationer før?,Have you previously undergone surgeries in the kidney region?,Чи робили вам раніше операції в області нирок?
Er nyreoperationer en del af din medicinske historie?,Have you had surgeries related to your kidneys before?,"Чи робили вам раніше операції, пов'язані з нирками?"
Har du tidligere modtaget operationer i nyreregionen?,Have there been surgical interventions in your kidneys before?,Чи були у вас раніше хірургічні втручання на нирках?
Har du haft operationer relateret til dine nyrer før?,Have you previously had surgical treatment in the kidney region?,Чи проходили ви раніше хірургічне лікування в області нирок?
Har der været kirurgiske indgreb i dine nyrer før?,Has there been surgery in your kidneys before?,Чи були у вас раніше хірургічні операції на нирках?
Har du tidligere fået kirurgisk behandling i nyreregionen?,Do you have high blood pressure?,Чи підвищений у вас артеріальний тиск?
Er der foretaget kirurgi i dine nyrer tidligere?,Do you have any experiences with high blood pressure?,Чи були у вас випадки підвищеного артеріального тиску?
Har du forhøjet blodtryk?,Can your blood pressure be elevated?,Чи може ваш кров'яний тиск бути підвищеним?
Har du nogen oplevelser med forhøjet blodtryk?,Have you tried having high blood pressure?,Чи мали ви колись високий кров'яний тиск?
Kan du blodtryk være forhøjet?,Have you experienced high blood pressure?,Чи був у вас підвищений кров'яний тиск?
Har du prøvet at have forhøjet blodtryk?,Have you had problems with high blood pressure?,Чи були у вас проблеми з підвищеним артеріальним тиском?
Har du oplevet forhøjet blodtryk?,Are there signs of high blood pressure in you?,Чи є у вас ознаки підвищеного артеріального тиску?
Har du haft problemer med forhøjet blodtryk?,Are you familiar with high blood pressure?,Чи знайомі ви з високим кров'яним тиском?
Er der tegn på forhøjet blodtryk hos dig?,Have you had high blood pressure before?,Чи був у вас раніше високий кров'яний тиск?
Er du bekendt med forhøjet blodtryk?,Is high blood pressure a concern for you?,Чи турбує вас високий кров'яний тиск?
Har du tidligere haft forhøjet blodtryk?,Do you have experience with high blood pressure?,Чи стикалися ви з підвищеним артеріальним тиском?
Er forhøjet blodtryk en bekymring for dig?,Are you prone to high blood pressure?,Чи схильні ви до підвищеного артеріального тиску?
Har du erfaring med forhøjet blodtryk?,Have you experienced episodes of high blood pressure?,Чи траплялися у вас періоди підвищеного артеріального тиску?
Er du tilbøjelig til forhøjet blodtryk?,Is high blood pressure part of your medical history?,Чи є високий кров'яний тиск частиною вашої історії хвороби?
Har du oplevet episoder med forhøjet blodtryk?,Have you had periods of high blood pressure?,Чи були у вас періоди підвищеного артеріального тиску?
Er forhøjet blodtryk en del af din medicinske historie?,Has high blood pressure been observed in you before?,Чи спостерігався у вас раніше підвищений артеріальний тиск?
Har du haft perioder med forhøjet blodtryk?,Do you have any challenges with high blood,Чи є у вас якісь проблеми з високим кров'яним тиском?
Er der tidligere blevet observeret forhøjet blodtryk hos dig?,Has there previously been observed high blood pressure in you? ,Чи спостерігався у вас раніше підвищений артеріальний тиск?
Har du nogen form for udfordringer med forhøjet blodtryk?,Do you have any kind of challenges with high blood pressure?,"Чи є у вас якісь проблеми, пов'язані з підвищеним артеріальним тиском?"
Har du tidligere modtaget behandling for forhøjet blodtryk?,Have you received treatment for high blood pressure before?,Чи лікували ви раніше підвищений артеріальний тиск?
Har du prøvet at håndtere forhøjet blodtryk?,Have you tried managing high blood pressure?,Чи пробували ви регулювати свій артеріальний тиск?
"Er der noget, der kan forårsage forhøjet blodtryk hos dig?",Is there anything that can cause high blood pressure in you?,"Чи є щось, що може викликати у вас підвищений артеріальний тиск?"
Har du oplevet symptomer på forhøjet blodtryk?,Have you experienced symptoms of high blood pressure?,Чи відчували ви симптоми підвищеного артеріального тиску?
Er der tegn på forhøjet blodtryk i din medicinske historie?,Are there signs of high blood pressure in your medical history?,Чи є у вашій історії хвороби ознаки підвищеного артеріального тиску?
Har du nogensinde fået målt forhøjet blodtryk?,Have you ever had high blood pressure measured?,Чи вимірювали вам коли-небудь підвищений артеріальний тиск?
"Er der en risiko for, at du kan udvikle forhøjet blodtryk?",Is there a risk that you may develop high blood pressure?,"Чи існує ризик того, що у вас може розвинутися високий артеріальний тиск?"
"Du kan få en varmefornemmelse i kroppen, når du får kontrastindsprøjtningen.",You may experience a warmth sensation in your body when getting the contrast injection.,Ви можете відчувати тепло в тілі під час ін'єкції контрасту.
"Du får en varmefornemmelse i din krop under scanningen, når du får indsprøjtningen.",You feel warmth in your body during the scan when you receive the injection.,"Ви відчуваєте тепло в тілі під час сканування, коли отримуєте ін'єкцію."
"Du bliver varm i kroppen, når vi giver dig kontrasten.",You become warm in your body when we give you the contrast.,"Ви відчуваєте тепло в тілі, коли ми вводимо вам контраст."
"Du bliver varm i kroppen, når du får væsken",You become warm in your body when you receive the fluid.,"Ви відчуваєте тепло в тілі, коли отримуєте рідину."
"Du kan få en varmeoplevelse, når vi giver dig kontrastvæsken",You may experience a warmth sensation when we give you the contrast fluid.,"Ви можете відчути тепло, коли ми вводимо вам контрастну рідину."
Du kan få en varmeoplevelse i din krop under scanningen.,You may feel warmth in your body during the scan.,Ви можете відчути тепло в тілі під час сканування.
"Du får en stor varmefornemmelse i din krop, når du får jodkontrasten.",You get a significant warmth sensation in your body when you get the iodine contrast.,"Ви відчуваєте помітне тепло в тілі, коли вам вводять йодний контраст."
"Når kontrasten injiceres, kan din krop føles varm.","When the contrast is injected, your body may feel warm.","Коли вводиться контраст, ви можете відчути тепло в тілі."
Du kan opleve varme i din krop under scanningen med kontrast.,You may feel warmth in your body during the scan with contrast.,Ви можете відчути тепло в тілі під час сканування з контрастом.
