danish,english,ukranian
"Det er jo bare, hvordan du snakker. Vi er ret hurtige til at læse folks nonverbale kropssprog og hvilke typer af mennesker, der kommer ind, ret hurtigt. Nogle er bare helt normale. Hvis jeg møder dig, så ved jeg, at du er helt normalt. Men så er der nogle, der er specielle typer, hvis du forstår, hvad jeg mener. De siger tingene på en vis måde og de siger, hvad de mener, og de siger deres holdninger.","It's just about how you talk. We are quite quick to read people's nonverbal body language and what types of people come in, quite quickly. Some are just completely normal. If I meet you, I know that you are completely normal. But then there are some who are special types, if you understand what I mean. They say things in a certain way and they say what they mean, and they express their opinions.","Все залежить від того, як ти розмовляєш. Ми досить швидко вміємо зчитувати невербальну мову тіла людей і які типи людей приходять. Деякі з них абсолютно нормальні. Якщо я побачу тебе, я зрозумію, що ти абсолютно нормальний. Але є деякі, особливими люди, якщо ти розумієш, що я маю на увазі. Вони говорять певним чином і говорять те, що мають на умі, і висловлюють свої думки."
"Du har nævnt de her sproglige kommunikationsudfordringer. Kan du også prøve at uddybe, om der er nogle kulturelle eller religiøse forskelle mellem dig og patienter, der har haft indflydelse på jeres kommunikation med hinanden?",You've mentioned these linguistic communication challenges. Can you also try to elaborate if there have been any cultural or religious differences between you and patients that have influenced your communication with each other?,"Ви говорили про лінгвістичні комунікаційні виклики. Чи можете ви детальніше розповісти, чи були якісь культурні або релігійні відмінності між вами та пацієнтами, які вплинули на ваше спілкування один з одним?"
"Jeg forstår godt spørgsmålet. Men lige med mig, fordi jeg selv har en anden religion og en anden baggrund, selvom jeg er vokset op i Danmark, så er det sådan lidt med folk med anden eller muslims baggrund, som møder jeg dem normalt eller naturligt. Så kommer jeg ud til patienten og i stedet for at sige godmorgen eller hej, så siger jeg salam aleikum. Så tænker patienten, du er muslim ligesom mig, så bliver helt rolige allerede. Så er det jo bare en fordel. Nogle gange er jeg selv blevet kaldt ned til patienter, som snakker et andet sprog end dansk, men så snakker jeg somalisk, og så kan jeg bare snakke til dem som snakkede jeg med min mor. Jeg har ikke oplevet nogle udfordringer med folks religion, nok fordi jeg selv har anden religion end kristen, men jeg kan godt forestille mig, at nogle af mine kollegaer måske har nogle udfordringer med folk på grund af en religiøs baggrund eller kulturel forskel. Hvis jeg har en muslimsk kvinde som skal til MR, så ved jeg at jeg skal huske at spørge hende om at tage den lille pinde af, som hun har i tørklædet, fordi den har min mor også. Det er sådan nogle ting, man ikke ved, hvis du ikke har været i den kultur. ","I understand the question well. But with me, because I myself have a different religion and background, even though I grew up in Denmark, it's like with people from another or a Muslim background, I meet them normally or naturally. So, I go out to the patient and instead of saying good morning or hi, I say salam aleikum. Then the patient thinks, you are a Muslim like me, so they already become completely calm. So, it's just an advantage. Sometimes, I myself have been called down to patients who speak a language other than Danish, but then I speak Somali, and then I can just talk to them as if I were talking to my mother. I haven't experienced any challenges with people's religion, probably because I myself have a different religion than Christianity, but I can imagine that some of my colleagues might have some challenges with people because of a religious background or cultural difference. If I have a Muslim woman who is going for an MR, then I know to remember to ask her to remove the little pin she has in her scarf, because my mother also has one. These are the kinds of things you don't know if you haven't been in that culture","Я добре розумію запитання. Але зі мною, тому що я сам маю іншу релігію та інше походження, хоча я і виріс у Данії, то так, з людьми іншого чи мусульманського походження, я зустрічаю їх звичайно або природно. Так я підходжу до пацієнта і замість того, щоб сказати доброго ранку або привіт, я кажу салам алейкум. Тоді пацієнт думає, ти мусульманин, як і я, тому вони вже стають абсолютно спокійними. Так це просто перевага. Іноді мене самого викликали до пацієнтів, які говорять мовою, відмінною від данської, але тоді я говорю сомалійською, і я можу просто говорити з ними, ніби я розмовляю з моєю матір'ю. Я не зіткнувся з жодними викликами через релігію людей, мабуть, тому що я сам маю іншу релігію, ніж християнство, але я можу уявити, що деякі мої колеги, можливо, мають деякі виклики через релігійний або культурний контекст. Якщо у мене мусульманка, яка йде на МР, то я знаю, що маю пам'ятати попросити її зняти маленьку шпильку, яку вона має у хустці, тому що у моєї мами також є така. Це ті речі, про які ти не знаєш, якщо ти не був у тій культурі."
"Er der så nogle særlige patientgrupper, som du er mere opmærksom på i forhold til sandsynligheden for, at der kan opstå kommunikation vanskeligheder?",Are there then any particular patient groups that you are more attentive to in terms of the likelihood of communication difficulties arising?,"Чи є якісь особливі групи пацієнтів, на яких ви звертаєте більше уваги з огляду на ймовірність виникнення труднощів з комунікацією?"
"Patienter med klaustrofobi er meget svære at håndtere i MR-scanneren, fordi de skal spændes fast i scanneren. Så får de måske en hjelm over hovedet, når de bliver kørt ind i scannerområdet, og det kan være meget svært for nogle mennesker at gå igennem. For mig og dig og andre kan det føles normalt, men for nogle mennesker er det deres livs største udfordring at gennemføre. Og så ændrer jeg jo min måde at kommunikere på. Jeg er lidt mere rolig, jeg forsikrer dig flere gange, at du kan komme ud når du har lyst, bare tryk på alarmbolden, så kommer du ud med det samme. Og så er psykiatriske patienter. Det er en helt anden kommunikation, det er en meget metakommunikation. Jeg forklarer dem, hvad der sker, og spørger dem om de forstår, hvad der skal ske. Hvis de ikke føler, at det er dem, der er i kontrol - at det er dem, der bestemmer - så kan de godt være blive udadreagerende, og man ved ikke, hvordan de reagerer.  De kan blive voldelige eller sure. Jeg møder dem på en helt anden måde, og lidt ligesom hvis man stod med et barn – Man skal vælge den bedste måde at sige tingene på. Så forsikrer jeg mig om at er du med, at det er dig der styrer det og at det er dig, som bestemmer. Jeg er her for dig og hvad skal jeg gøre? Selvom det er mig, der er radiografen, så kan det med at give magten lidt til patienten gøre, at de føler, at de er i kontrol. Det er jo min scanning og mit ansvar, så det skal jo være en god undersøgelse således at lægerne, kan bruge scanningen til noget. ","Patients with claustrophobia are very difficult to handle in the MR scanner because they have to be strapped into the scanner. Then they might get a helmet placed over their head as they are moved into the scanning area, and that can be very difficult for some people to go through. For you and me and others, it might feel normal, but for some people, it's the biggest challenge of their lives to complete. And then I change my way of communicating. I am a bit more calm, I reassure you several times that you can get out whenever you want, just press the alarm ball, and you'll be out immediately. And then there are psychiatric patients. That's a completely different communication, it's a lot of meta-communication. I explain to them what's happening and ask if they understand what's going to happen. If they don't feel like they are in control - that it's them making the decisions - they can become outwardly aggressive, and you don't know how they will react. They can become violent or angry. I meet them in a completely different way, kind of like if you were dealing with a child – You have to choose the best way to say things. So, I make sure are you with me, that you're in charge, and that you're the one making the decisions. I'm here for you, and what should I do? Even though I'm the radiographer, giving some power to the patient can make them feel like they are in control. It's my scan and my responsibility, so it has to be a good examination so that the doctors can use the scan for something.","Пацієнти з клаустрофобією дуже важко справляються в МР-сканері, оскільки їх потрібно пристебнути до сканера. Потім їм можуть надіти шолом на голову, коли їх везуть у сканувальну зону, і для деяких людей пройти через це може бути дуже важко. Для тебе і мене та інших це може здаватися нормальним, але для деяких людей це найбільший виклик у їхньому житті завершити. І тоді я змінюю свій спосіб спілкування. Я трохи спокійніший, я кілька разів запевняю тебе, що ти можеш вийти коли захочеш, просто натисни на тривожний м'яч, і ти вийдеш негайно. А потім є психіатричні пацієнти. Це зовсім інше спілкування, це багато метакомунікації. Я пояснюю їм, що відбувається, і питаю, чи вони розуміють, що має статися. Якщо вони не відчувають, що вони контролюють ситуацію - що це вони приймають рішення - вони можуть стати агресивними назовні, і ти не знаєш, як вони відреагують. Вони можуть стати насильницькими або злитися. Я зустрічаю їх зовсім іншим способом, трохи як якщо б ти мав справу з дитиною – Треба вибрати найкращий спосіб сказати речі. Так, я переконуюся, що ти зі мною, що ти керуєш, і що ти той, хто приймає рішення. Я тут заради тебе, і що мені робити? Хоча я і є радіографом, дати трохи влади пацієнту може змусити їх почуватися, що вони контролюють ситуацію. Це мій скан і моя відповідальність, тому вона повинна бути хорошим обстеженням, щоб лікарі могли використати сканування для чогось"
Hvor stor en del udgør klaustrofobiske og psykiatriske patienter?,What proportion do claustrophobic and psychiatric patients constitute?,Який відсоток становлять пацієнти з клаустрофобією та психіатричні пацієнти?
"En del. Vi har jo en psykiatrisk afdeling på Bispebjerg og Frederiksberg, så vi har rigtig mange psykiatriske patienter. Nogle mennesker ved de har klaustrofobi. Andre finder først ud af det, når jeg kører dem ind. Så spørger jeg dem, har du klaustrofobi? Nej. Så får de alt det der på, så kører jeg dem ind, og så begynder de at råbe og skrige, blive klamt svedende og få kvalme. Og så spørger jeg dem igen, fik du klaustrofobi? Nej, jeg har aldrig følt det her før. Og så er jeg sådan, du har nok klaustrofobi.","Some. We have a psychiatric department at Bispebjerg and Frederiksberg, so we have a lot of psychiatric patients. Some people know they have claustrophobia. Others only find out when I put them in. So I ask them, do you have claustrophobia? No. Then they put all that on, then I drive them in, and then they start screaming and shouting, becoming sweaty and nauseous. And then I ask them again, did you get claustrophobia? No, I've never felt this before. And then I'm like, you probably have claustrophobia.","Певний відсоток. У нас є психіатричне відділення у Біспеберзі та Фредеріксберзі, тому у нас багато психіатричних пацієнтів. Деякі люди знають, що вони мають клаустрофобію. Інші дізнаються лише тоді, коли я їх везу. Тому я питаю їх: ""У вас є клаустрофобія?"" Ні. Тоді вони надівають все це, я їх везу, і тоді вони починають кричати і верещати, потіти і відчувати нудоту. І тоді я знову їх питаю: ""Відчуваєте клаустрофобію?"" Ні, я ніколи цього раніше не відчував. І тоді я кажу: ""Мабуть, у вас є клаустрофобія""."
"Når der er en kommunikationsbarriere med patienterne, er der så nogle faste løsninger eller værktøjer, som du tager i brug? hvilket både kan inkludere enten intern eller eksterne tolke, nogle apps eller andre værktøjer?","When there is a communication barrier with the patients, are there any standard solutions or tools that you use? This could include both internal or external interpreters, some apps, or other tools?","Коли є комунікаційна бар'єра з пацієнтами, чи є які-небудь стандартні рішення або інструменти, які ви використовуєте? Це може включати як внутрішні, так і зовнішні перекладачі, деякі додатки або інші інструменти?"
"Vi har jo folk ansatte fra alle mulige steder i verden, så hvis der er en kollega, der kan det samme sprog som patienten, så er det nemmest at få kollegaerne til at tolke, fordi at de har trods alt har en forståelse fra hvad en MR-skanning eller hver en røntgenundersøgelse går ud på. Nogle gange er der pårørende med og der kan være børn, der tolker for forældrene. Dem bruger vi også. Nogle gange kan patienten lidt dansk, lidt engelsk, og så blander man lige tingene, og så forstår de, hvad det er, jeg mener. Nogle gange bliver undersøgelsen også aflyst, hvis det er helt håbløst og så bestiller vi en tolk med Men man vil selvfølgelig helst gerne gennemføre undersøgelsen for patientens skyld, så de bliver udredt og viderebehandlet. Men vi har ingen apps og sådan noget. Man kan jo godt bruge Google Oversæt osv., men personligt er det ikke så tit, at jeg bruger det. Med de fleste patienter, så kan man godt lige kringle sig igennem med lidt gebrokkent. ","We have people employed from all sorts of places in the world, so if there is a colleague who speaks the same language as the patient, it's easiest to get the colleagues to interpret because they still have an understanding of what an MRI scan or any X-ray examination entails. Sometimes there are relatives present, and there may be children translating for their parents. We also use them. Sometimes the patient knows a little Danish, a little English, and then you mix things up a bit, and they understand what I mean. Sometimes the examination is also canceled if it's completely hopeless, and then we order an interpreter. But of course, you preferably want to carry out the examination for the sake of the patient so they can be diagnosed and treated further. But we don't have any apps and such. You can use Google Translate, etc., but personally, I don't use it that often. With most patients, you can manage with a bit of broken language.","У нас працюють люди з найрізноманітніших країн світу, тому якщо є колега, який володіє тією ж мовою, що й пацієнт, найлегше звернутися до колег для перекладу, оскільки вони все ж таки розуміють, що означає МРТ або будь-яке рентгенівське дослідження. Іноді присутні родичі, і можуть бути діти, що перекладають для батьків. Ми також використовуємо їх. Іноді пацієнт володіє трохи датською, трохи англійською, і тоді трохи переплутується, але вони розуміють, що я маю на увазі. Іноді дослідження також скасовуються, якщо це абсолютно безнадійно, і тоді ми замовляємо перекладача. Але звичайно, ми переважно хочемо провести дослідження на користь пацієнта, щоб його можна було діагностувати і лікувати далі. Але у нас немає жодних додатків і подібного. Можна використовувати Google Translate тощо, але особисто я не використовую це так часто. З більшістю пацієнтів можна впоратися за допомогою трохи перекрученої мови."
"Er der en grund, at du ikke bruger Google Oversæt? ",Is there a reason why you don't use Google Translate?,"Чи є причина, чому ви не використовуєте Google Translate?"
"Jeg ved det ikke. Måske er det mig, der er lidt old school. Det er lidt mærkeligt at stå med en telefon foran en patient. Havde det nu været sådan en iPad fra arbejdet af, så havde det ikke været lige så mærkeligt og måske også mere professionelt. Tænk hvis der kom en Instagram-besked. Men hvis der var en telefon, man kun brugte til at oversætte med, der kunne alle fagtermerne og alle sprog. Det er også det med, at Google Translate ikke kan forstå fagtermer. Et andet problem er, hvis jeg siger noget på dansk. Jeg er ikke sikker på, at det, der så kommer op på urdu, arabisk eller afghansk, det er ikke altid... Man ved ikke, om man kan stole på det. Vi har haft en periode med rigtig mange ukrainske patienter, og de kan ikke tale engelsk eller dansk. Og hvad skal man så gøre? De har heller ikke tolk med. Så nogle gange har jeg brugt det. Men jeg er ikke fan, for jeg ved ikke hvad der står. De fleste patienter, de siger jo også bare ja, fordi at de gerne vil have undersøgelsen. Så det er også signalværdien i, at man tager sin egen telefon frem. Det er ikke nødvendigvis behageligt eller føles professionelt.Hvis de ikke helt forstår en, så bliver de nervøse og bange og tænker: Har i egentligt styr på hvad I laver? Man ved ikke hvad folk har af oplevelser fra andre lande, og hvordan deres kultur og måden at være på et hospital er. Det er jo forskelligt fra land til land. Hospitalskulturen skifter fra land til land. Hvordan folk arbejder, og hvordan man er osv. Så det er også... Det er svært. Men hvis der var sådan en app eller iPad, så ville det være genialt. Verden bliver også mere multikulturel","I'm not sure. Maybe it's just me being a bit old school. It feels a bit strange to stand there with a phone in front of a patient. If it had been an iPad from work, it wouldn't have felt as strange and maybe more professional. Imagine if an Instagram message came through. Here comes a Tinder message! Then I say to the patient, ""Just a moment, need to reply real quick! But if there was a phone specifically used for translation, one that knew all the medical terms and all languages. It's also the issue that Google Translate can't understand medical terms. Another problem is if I say something in Danish. I'm not sure if what comes up in Urdu, Arabic, or Afghan is always... You don't know if you can trust it. We've had a period with a lot of Ukrainian patients, and they can't speak English or Danish. And what do you do then? They don't have an interpreter either. So sometimes I've used it. But I'm not a fan because I don't know what it says. Most patients just say yes because they want the examination. So there's also the signaling value in taking out your own phone. It's not necessarily comfortable or feels professional. If they don't fully understand you, they become nervous and scared and think: Do you actually know what you're doing? You don't know what experiences people have from other countries and how their culture and the way of being in a hospital is. It varies from country to country. Hospital culture varies from country to country. How people work and how you are, etc. So it's also... It's difficult. But if there was such an app or iPad, that would be brilliant. The world is becoming more multicultural.","не впевнений. Можливо, це просто те, що я трохи старомодний. Відчувається дещо дивно стояти з телефоном перед пацієнтом. Якби це була iPad з роботи, то це було б менш дивно і, можливо, більш професійно. Подумайте, якби прийшло повідомлення в Instagram. Ось іде повідомлення в Tinder! Тоді я говорю пацієнту: ""Щойно відповім, трохи зачекайте!"" Але якщо був би телефон, спеціально призначений для перекладу, який знав би всі медичні терміни і всі мови. Тут також проблема в тому, що Google Translate не може розуміти медичні терміни. Ще одна проблема - якщо я говорю щось по-данськи. Я не впевнений, чи те, що з'являється урду, арабською або афганською мовами, завжди ... Ви не знаєте, чи можна йому довіряти. У нас був період з великою кількістю українських пацієнтів, і вони не можуть розмовляти англійською або данською мовами. І що тоді робити? Вони також не мають перекладача. Так що іноді я використовував це. Але я не фанат, тому що я не знаю, що він говорить. Більшість пацієнтів просто кажуть так, тому що вони хочуть проходити обстеження. Так що тут також є сигнальна цінність у витягненні свого власного телефону. Це не обов'язково зручно або виглядає професійно. Якщо вони вас не повністю розуміють, вони стають нервовими і напуганими і думають: А ви насправді знаєте, що робите? Ви не знаєте, які у людей досвіди з інших країн і яка їх культура та спосіб перебування у лікарні. Це відрізняється від країни до країни. Культура лікарень відрізняється від країни до країни. Як люди працюють і як ви, і таке інше. Так що це також ... Це важко. Але якщо був би такий додаток або iPad, це було б чудово. Світ стає більш багатокультурним."
Har du oplevet at patienter selv tager deres egne telefoner frem? ,Have you experienced patients taking out their own phones?,"Чи ви спостерігали, як пацієнти самі витягують свої власні телефони?"
"Det har jeg oplevet. Men hvis patienten selv gør det, så er der en grund til det. Så kan jeg ikke sige, pak den lige væk den der telefon. Det er sikkert også sådan, at de handler. Det er sådan, at de tager i kommunen. Det er den måde, patientens liv fungerer på. At de får det til at fungere ved at bruge den. Man kan også aflæse på deres ansigter, når jeg så indtaler ind i deres app på ukrainsk og så ser de det. Jeg spørger, har du pacemaker indopereret i dit hjerte? Så kommer det op på ukrainsk. Når de så læser det, så kan man se på deres ansigt ”No, no, no”. Så kan mærke, okay, du har forstået hvad jeg sagde!","I have experienced that. But if the patient does it themselves, there's a reason for it. Then I can't say, ""Put away that phone."" It's probably also how they operate. It's how they deal with things in their community. That's how the patient's life works. They make it work by using it. You can also see it on their faces when I record into their app in Ukrainian and then they see it. I ask, ""Do you have a pacemaker implanted in your heart?"" Then it comes up in Ukrainian. When they read it, you can see on their face, ""No, no, no."" You can tell, okay, you understood what I said!","Таке було. Але якщо пацієнт це робить самостійно, на то є причина. Я не можу сказати: ""Поклади телефон"". Ймовірно, вони так спілкуються. Це, те як вони вирішують речі в своїй спільноті. Це, як працює життя пацієнта. Так вони викручуються з ситуації. Видно на лиці, коли я записую питання в їх додаток українською мовою, і вони це бачать. Я запитую: ""У вас є кардіостимулятор встановлений у серці?"" Потім це з'являється українською мовою. Коли вони читають це, ви можете побачити на їхньому обличчі: ""Ні, ні, ні"". Ви відчуваєте, окей, ви зрозуміли, що я сказав!"
"Hvis der er sprogvanskeligheder, tager du så fat i en kollega, der måske kan oversætte? Eller måske en pårørende, der kan hjælpe? Og hvis det ikke virker, så finder man en ny tid med en tolk?","If there are language difficulties, do you reach out to a colleague who might be able to translate? Or perhaps a relative who can help? And if that doesn't work, do you schedule a new appointment with an interpreter?","Якщо виникають мовні складнощі, ви звертаєтеся до колеги, який може перекласти? Або можливо родича, який може допомогти? І якщо це не працює, ви назначаєте новий час з перекладачем?"
"Det er i hvert fald de værktøjer, vi har her.",Those are indeed the tools we have here.,"Це дійсно ті інструменти, якими ми користуємося тут."
"Så vi tager et lille sidespring til noget, der omhandler implementering af nye teknologier eller værktøjer eller metoder i røntgenafdelingen. Kan du beskrive hvilke stadier der er, når der skal implementere ny teknologi inden for dit arbejdsområde? ","So, let's take a little detour to something that concerns the implementation of new technologies, tools, or methods in the radiology department. Can you describe what stages there are when implementing new technology within your work area?","Тож ми трошки відхиляємося від теми та звертаємо увагу на впровадження нових технологій, інструментів або методів в рентгенологічному відділенні. Чи можете ви описати, які етапи існують при впровадженні нової технології в межах вашої робочої області?"
"Det kommer an på, hvad det er for en teknologi selvfølgelig. Er det noget, som gør radiografernes arbejde nemmere, så bliver det implementeret ret hurtigt! Er det noget, der giver værdi til afdeling? Er det noget, der giver værdi til patientbehandling eller patientkontakten? Jeg tror at den måde, de gør det på, det er ligesom den gamle PDSA (Plan, Do, Act, Study). Så prøver man noget, så aflyser man det, så holder man nogle møder og kigger: er det noget, der fungerer for os? Og så bliver det ligesom stille og roligt implementeret i vores arbejdsgang og inden for vores retningslinjer. Jeg ville ikke blive overrasket, hvis der om et par år var sådan en retningslinje, hvor der står, at hvis patienten ikke kan kommunikere på dansk eller engelsk, så skal man bruge dette dokument eller denne app, som ville være en godkendt oversættelsesapp. Hvis der bare fandtes sådan noget eller bare en database med sikkerhedsspørgsmål på alle sprog, hvor det er 100 % gennemgået af fagfolk også, så alle forstår dem. Patienterne forstår dem, Lægerne forstår dem, radiograferne forstår dem. Men det er der jo ikke rigtigt, og hver afdeling gør det lidt på deres egen måde. Man skal kunne se mening i det, før man sådan virkelig engageret i hvad der bliver implementeret. Det skal give værdi til os og værdi til patienten også.","It depends on what kind of technology it is, of course. If it's something that makes the radiographers' work easier, then it gets implemented quite quickly! If it adds value to the department, patient treatment, or patient interaction, it's considered. I think the way they do it is like the old PDSA (Plan, Do, Act, Study). So, they try something, then cancel it, hold some meetings, and look: is it something that works for us? And then it's gradually implemented into our workflow and within our guidelines. I wouldn't be surprised if in a couple of years, there's a guideline stating that if the patient can't communicate in Danish or English, you should use this document or this app, which would be an approved translation app. If only something like that existed, or just a database with security questions in all languages, thoroughly reviewed by professionals so everyone understands them—patients, doctors, radiographers. But that's not really the case, and each department does it in its own way. You need to see the meaning in it before you're really engaged in what's being implemented. It has to add value to us and to the patient as well.","Це залежить від того, яка це за технологія, звичайно. Якщо це щось, що полегшує роботу радіологів, то воно впроваджується досить швидко! Якщо це додає цінності відділу, лікуванню пацієнта чи взаємодії з пацієнтом, то це розглядається. Я думаю, що спосіб, яким вони це роблять, схожий на Цикл Демінга (модель безперервного поліпшення процесів: плануй, роби, перевіряй, впливай). Тому вони спробують щось, потім скасують це, проведуть деякі зустрічі і подивляться: чи це працює? І потім це поступово впроваджується в нашу робочу процедуру та в межах наших вказівок. Я б не був здивований, якби через кілька років була така вказівка, в якій стоїть, що якщо пацієнт не може спілкуватися данською або англійською мовами, ви повинні використовувати цей документ або цей додаток, який був би схвалений як додаток для перекладу. Якби тільки щось подібне існувало, або просто база даних з питань безпеки на всіх мовах, ретельно переглянута професіоналами, щоб всі їх розуміли - пацієнти, лікарі, радіологи. Але цього ще нема, і кожен відділ робить це по-своєму. Ви повинні бачити зміст у цьому перед тим, як дійсно залучитися до того, що впроваджується. Це має додавати цінності для нас і для пацієнта також."
"Hvad er det så? Har du så oplevet ting, som du ikke kan se mening i? Kan være presset på nogle tidspunkter, når man skal tilpasse sig og vænne sig til noget nyt?",What about you? Have you experienced things that you can't see the point in? Maybe feeling pressured at times when you have to adapt and get used to something new?,"А що з вами? Чи ви стикалися з речами, які вам незрозумілі? Можливо, ви відчуваєте тиск у деякі моменти, коли вам доводиться пристосовуватися та звикати до чогось нового?"
"Man er altid lidt presset, når man skal tilvænne sig noget nyt. Hvis jeg nu har gjort tingene på samme måde i 6 år og så kommer der pludseligt noget nyt, som jeg skal forholde mig til, så er det lidt svært. Vi mennesker jo er vane dyr. Så lige så snart at man har vænnet sig til noget, så bliver det ligesom bare en del af pakken. Ja. Men det er jo mig, det er ikke sikkert alle 175 radiografer på afdelinger har det på samme måde. Og så er det det med teknologi og deres forhold til teknologi. Nogle er bare teknologisk skarpere og hurtige til at vende sig til ting, og som samtidig er ret unge, og så er der de lidt ældre, der måske tænker, hvad fanden er det her for noget?","One always feels a bit pressured when adapting to something new. If I've been doing things the same way for 6 years and suddenly something new comes along that I have to deal with, it's a bit difficult. We humans are creatures of habit. So, as soon as we get used to something, it just becomes part of the package. Yes. But that's me; it's not necessarily the same for all 175 radiographers in the department. And then there's the issue of technology and people's relationship with it. Some are just more tech-savvy and quick to adapt, and they might also be younger, while there are the older ones who might be thinking, ""What on earth is this?""","Людина завжди відчуває певний тиск, коли пристосовується до чогось нового. Якщо я робив речі однаково протягом 6 років, і раптом щось нове з'являється, з чим я повинен мати справу, це трохи складно. Ми, люди, звірі звичаю. Так що, як тільки ми звикли до чогось, це стає рутіною. Так. Але це моя думка; це не обов'язково так само для всіх 175 радіографів у відділі. І тоді є питання технології та відношення людей до неї. Дехто більш технологічно підготовлений і швидко адаптується, і вони можуть також бути молодшими, тоді як є старші, які, можливо, думають: ""А що воно таке?"""
"Hjælper du så dem, som der er måske lidt sværere?",Do you then assist those who might find it a bit more difficult?,"Чи допомагаєте ви тим, хто може знайти це трохи складніше?"
Hvis de spørger?,If they ask?,Якщо вони просять допомоги?
"Hvis de spørger, ja. ","If they ask, yes.","Так, якщо вони просять допомоги."
"Hvis de spørger, så hjælper jeg. Men der er også noget der hedder fagligt stolthed, som de fleste har. Så de vil gerne selv prøve. Men hvis de spørger, så skal jeg nok give dem en hånd med det, hvis jeg kan finde ud af det selv.","If they ask, I help. But there's also something called professional pride, which most people have. So, they like to try on their own. But if they ask, I'll definitely lend them a hand with it, if I can figure it out myself.","Якщо вони запитають, я допомагаю. Але є ще таке поняття, як професійна гордість, яку має більшість людей. Тому вони люблять спробувати самостійно. Але якщо вони запитають, я обов'язково допоможу їм з цим, якщо я сам можу зрозуміти це."
"Er der eksempler på noget teknologi eller nye værktøjer, som der bliver indført, men som I så ikke rigtig tager i brug eller bliver modtaget ordentligt?",Are there examples of technologies or new tools that are introduced but aren't really utilized or received properly?,"Чи є приклади технологій або нових інструментів, які вводяться, але не дуже використовуються або не приймаються належним чином?"
"For et halvandet år siden tror jeg, så fik vi sådan et AI-system, der aflæser vores knæbilleder. Bare i dag, så spurgte jeg min kollega, hvordan var det lige med det der? Patienten skal først have taget røntgen på 2. sal, og så er der et eller andet AI-system, der aflæser billedet og fortæller om patienten skal i MR-scanneren, eller om de bare skal hjem? Men så spurgte jeg en læge, der sidder med det og spurgte hvem er det, der fortæller os, om den skal i MR-scanneren, er der en læge der ringer eller får vi en besked i systemet? Så sagde min kollega, det kan jeg sgu da ikke huske. Så ringede vi lige op til 2. sal og det var en nyansat kollega der svarede, og hun var sådan lidt, det ved jeg heller ikke. Det er jo noget, der blev implementeret for halvandet år siden. Det kan godt tage tid, men vi er ved at vænne os til det, kan man sige. Men kan man godt risikere at den nye AI-teknologi fader helt ud eller om det er dokumenteret, at det skal bruges et sted, så der kommer til en måde på, hvor folk begynder at bruge det.  Jeg tror lige nu, så er det en periode, hvor de bruger den, og så kigger de på data’en. Så står de og aflæser al det data og empiri, der kommer frem før de vælger om det er noget, som vi implementerer. Det er også derfor, at vi er i et sted, hvor vi spørger: Hvordan var det med den der? hvem var det, der gjorde hvad? og hvem sagde hvad til os?","About a year and a half ago, I think, we got this AI system that reads our knee X-rays. Just today, I asked my colleague, ""What about that?"" The patient has to have an X-ray taken on the second floor, and then there's some AI system that reads the image and tells whether the patient needs an MRI or can just go home. But then I asked a doctor who's involved with it, ""Who tells us whether the patient needs an MRI? Does a doctor call or do we get a message in the system?"" So, my colleague said, ""I really can't remember."" We called up to the second floor, and it was a newly hired colleague who answered, and she was like, ""I don't know either.” This is something that was implemented a year and a half ago. It can take time, but we're getting used to it, you could say. But is there a risk that the new AI technology will completely fade out, or is it documented that it should be used somewhere so that people start using it? I think right now, they're in a period where they're using it, and then they're looking at the data. So, they're interpreting all the data and empirical evidence that emerges before deciding whether it's something we should implement. That's also why we're in a situation where we're asking, ""What about that? Who did what? and who said what to us?","Близько півтора роки тому, я думаю, ми отримали таку систему штучного інтелекту, яка аналізує рентгеновські знімки колін. Сьогодні я саме запитав у свого колеги: ""Як щодо цього?"" Спершу пацієнт повинен зробити рентген на другому поверсі, а потім є якась система штучного інтелекту, яка аналізує знімок і визначає, чи потрібно пацієнту здійснити МРТ, чи він може просто поїхати додому. Але потім я запитав лікаря, який з цим працює: ""Хто повідомляє нам, чи потрібно пацієнту МРТ? Чи лікар телефонує, чи ми отримуємо повідомлення в системі?"" Так що мій колега сказав: ""Я дійсно не можу згадати"". Ми зателефонували на другий поверх, і там відповіла новозалучена колега, яка сказала: ""Я також не знаю"". Це щось, що було впроваджено півтора роки тому. Це може зайняти час, але ми поступово звикнемо до цього, можна сказати. Але чи є ризик того, що нова технологія штучного інтелекту зникне повністю, або чи є документація, що вона має бути використана де-небудь, щоб люди почали її використовувати? Я думаю, зараз вони в період, коли вони використовують її, і потім дивляться на дані. Так що вони інтерпретують всі дані та емпіричні докази, які виходять, перед тим як вирішити, чи це щось, що ми повинні впровадити. Тому ми знаходимося в ситуації, коли ми питаємо: ""Що з цим? Хто що робив? і хто що нам говорив?"""
