danish,english,ukranian
Du kan få følelsen af at tisse under kontrastindgift.,You may feel like you're urinating during contrast administration.,"Під час введення контрасту може виникнути відчуття, що ви мочитесь."
"Du kan opleve varme, når kontrastvæsken sprøjtes ind.",You may experience warmth when the contrast fluid is injected.,Під час введення контрастної рідини ви можете відчути тепло.
Under kontrastindgift kan du mærke en tissefornemmelse.,"During contrast administration, you may feel a sensation of needing to urinate.",Під час введення контрасту ви можете відчути позиви до сечовипускання.
"Det kan føles som om, du tisser, når du får kontrasten.",It may feel like you're urinating when you receive the contrast.,"Під час введення контрасту може здаватися, що ви мочитесь."
"Det føles som om, du tisser, når kontrasten injiceres.",It feels like you're urinating when the contrast is injected.,"Під час введення контрасту може з'явитися відчуття, що ви мочитесь."
"Du kan få fornemmelsen af at tisse, når jodkontrasten sprøjtes ind.",You may have the sensation of needing to urinate when the iodine contrast is injected.,Ви можете відчувати позиви до сечовипускання під час введення йодного контрасту.
En tissefornemmelse kan opstå under kontrastindgift.,A sensation of needing to urinate may occur during contrast administration.,Відчуття потреби в сечовипусканні може виникнути під час введення контрасту.
"Når kontrastvæsken injiceres, kan du føle, at du skal tisse.","When the contrast fluid is injected, you may feel like you need to urinate.","Коли вводиться контрастна рідина, ви можете відчути що хочете в туалет."
"Det kan føles som om, du tisser, når kontrasten gives.",It may feel like you're urinating when the contrast is given.,"Під час введення контрасту вам може здатися, що ви мочитесь."
"Du kan opleve en følelse af at skulle tisse, når kontrasten sprøjtes ind.",You may experience a feeling of needing to urinate when the contrast is injected.,Ви можете відчувати позиви до сечовипускання під час введення контрасту.
Under kontrastindgift kan du få fornemmelsen af at tisse.,"During contrast administration, you may have the sensation of needing to urinate.",Під час введення контрасту ви можете відчувати позиви до сечовипускання.
"Det føles, som om du tisser, når vi giver kontrasten.",It feels like you're urinating when we give the contrast.,"Коли ми вводимо контраст, вам може здатися, що ви мочитесь."
"En tissefornemmelse kan opstå, når kontrasten indgives.",A sensation of needing to urinate may occur when the contrast is administered.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Du kan mærke en tissefornemmelse, når kontrastvæsken sprøjtes ind.",You can feel a sensation of needing to urinate when the contrast fluid is injected.,Під час введення контрастної рідини ви можете відчути позиви до сечовипускання.
"Det kan føles, som om du tisser, når jodkontrasten sprøjtes ind.",It may feel like you're urinating when the iodine contrast is injected.,"Під час введення йодного контрасту може виникнути відчуття, що ви мочитесь."
"Du kan få følelsen af at tisse, når kontrasten indgives.",You may get the feeling of urinating when the contrast is administered.,Під час введення контрасту може виникнути відчуття ніби ви мочитесь.
En fornemmelse af at skulle tisse kan opstå under kontrastindgift.,A sensation of needing to urinate may arise during contrast administration.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Det føles som om, at du tisser, når vi injicerer kontrasten.",It feels like you're urinating when we inject the contrast.,"Коли ми вводимо контраст, вам здається що ви мочитесь."
"Du kan opleve en tissefornemmelse, når kontrasten sprøjtes ind.",You may experience a sensation of needing to urinate when the contrast is injected.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Det kan føles, som om du tisser, når kontrastvæsken injiceres.",It may feel like you're urinating when the contrast fluid is injected.,"Під час введення контрастної рідини може виникнути відчуття, що ви мочитесь."
"En følelse af at skulle tisse kan opstå, når kontrasten gives.",A feeling of needing to urinate may arise when the contrast is given.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Når kontrastvæsken sprøjtes ind, kan du mærke en tissefornemmelse.","When the contrast fluid is injected, you may feel a sensation of needing to urinate.","Коли вводиться контрастна рідина, ви можете відчути позиви до сечовипускання."
"Det føles, som om du tisser, når jodkontrasten indgives.",It feels like you're urinating when the iodine contrast is administered.,"При введенні йодного контрасту виникає відчуття, що ви мочитесь."
"Du kan få fornemmelsen af at tisse, når vi giver kontrasten.",You may have the sensation of urinating when we give the contrast.,"Ви можете відчувати позиви до сечовипускання, коли ми вводимо контраст."
Under kontrastindgift kan du opleve en følelse af at skulle tisse.,"During contrast administration, you may experience a feeling of needing to urinate.",Під час введення контрасту ви можете відчути позиви до сечовипускання.
"Det kan føles som om, at du tisser, når kontrasten injiceres.",It may feel like you're urinating when the contrast is injected.,"Під час введення контрасту може виникнути відчуття, що ви мочитесь."
"En tissefornemmelse kan opstå, når kontrastvæsken gives.",A sensation of needing to urinate may arise when the contrast fluid is given.,Відчуття потреби в сечовипусканні може виникнути під час введення контрастної рідини.
"Når kontrasten sprøjtes ind, kan du få følelsen af at tisse.","When the contrast is injected, you may have the feeling of needing to urinate.",Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Det kan føles, som om du tisser, når jodkontrasten injiceres.",It may feel like you're urinating when the iodine contrast is injected.,"Під час введення йодного контрасту може виникнути відчуття, що ви мочитесь."
Du kan mærke en tissefornemmelse under kontrastindgift.,You may feel a sensation of needing to urinate during contrast administration.,Під час введення контрасту ви можете відчувати позиви до сечовипускання.
"En følelse af at skulle tisse kan opstå, når vi giver kontrasten.",A feeling of needing to urinate may arise when we give the contrast.,"Відчуття потреби в сечовипусканні може виникнути, коли ми вводимо контраст."
Du kan få en metalsmag i munden af kontrasten.,You may experience a metallic taste in your mouth from the contrast.,Ви можете відчути металевий присмак у роті від контрасту.
"Du kan smage metal, når du får kontrasten.",You can taste metal when you receive the contrast.,Ви можете відчути металевий присмак під час введення контрасту.
Der kan opstå en metalsmag i munden under kontrastindgift,A metallic taste may occur in the mouth during contrast administration.,Металевий присмак може з'явитися в роті під час введення контрасту.
"Der kan opstå en metalsmag i din mund, når vi sprøjter kontrasten ind",A metallic taste may occur in your mouth when we inject the contrast.,"Металевий присмак може з'явитися у роті, коли ми вводимо контраст."
"Du kan få en metalsmag i munden, når vi giver dig jodkontrasten.",You may get a metallic taste in your mouth when we give you the iodine contrast.,"Ви можете відчути металевий присмак у роті, коли ми вводимо вам йодний контраст."
Du kan opleve en metalsmag i munden af kontrasten.,You may experience a metallic taste in your mouth from the contrast.,Ви можете відчути металевий присмак у роті від контрасту.
"Når du får kontrasten, kan du smage metal.","When you receive the contrast, you may taste metal.",Під час введення контрасту ви можете відчути металевий присмак у роті.
En metalsmag i munden kan opstå under kontrastindgift.,A metallic taste in the mouth may occur during contrast administration.,Під час введення контрасту може виникнути металевий присмак у роті.
Under kontrastindgift kan der opstå en metalsmag i munden.,"During contrast administration, a metallic taste may occur in the mouth.",Під час введення контрасту в роті може з'явитися металевий присмак.
"Du kan få en følelse af metal i munden, når kontrasten gives.",You may get a sense of metal in your mouth when the contrast is given.,Під час введення контрасту ви можете відчути металевий присмак у роті.
Kontrasten kan give dig en metallisk smag i munden.,The contrast can give you a metallic taste in your mouth.,Контраст може викликати металевий присмак у роті.
"Det er muligt at smage metal, når du får kontrasten.",It's possible to taste metal when you receive the contrast.,Під час введення контрасту ви можете відчути металевий присмак у роті.
En metalsmag i munden kan forekomme ved kontrastindgift.,A metallic taste in the mouth may occur during contrast administration.,Металевий присмак у роті може виникнути під час введення контрасту.
"Når vi giver dig kontrasten, kan du smage metal.","When we give you the contrast, you may taste metal.","Коли ми вводимо вам контраст, ви можете відчути металевий присмак."
Du kan opleve en metallisk smag i munden af kontrasten.,You may experience a metallic taste in your mouth from the contrast.,Ви можете відчути металевий присмак у роті від контрасту.
"Metalsmagen kan opstå, når kontrasten sprøjtes ind.",The metallic taste may arise when the contrast is injected.,Металевий присмак може виникнути під час введення контрасту.
Under kontrastindgift kan der være en metallisk smag i munden.,"During contrast administration, there may be a metallic taste in the mouth.",Під час введення контрасту може виникнути металевий присмак у роті.
"Det kan føles, som om du smager metal, når du får kontrasten.",It may feel like you're tasting metal when you receive the contrast.,"Під час введення контрасту вам може здатися, що ви відчуваєте металевий присмак."
En metallisk smag i munden kan være til stede ved kontrastindgift.,A metallic taste in the mouth may be present during contrast administration.,Металевий присмак у роті може виникати під час введення контрасту.
"Du kan få en metalsmag i munden, når jodkontrasten sprøjtes ind.",You may get a metallic taste in your mouth when the iodine contrast is injected.,Ви можете відчути металевий присмак у роті під час введення йодного контрасту.
Kontrasten kan efterlade en metalsmag i din mund.,The contrast may leave a metallic taste in your mouth.,Контраст може залишити металевий присмак у роті.
Det er muligt at opleve en metallisk smag i munden efter kontrastindgift.,You may experience a metallic taste in your mouth after contrast administration.,Ви можете відчути металевий присмак у роті після введення контрасту.
"Når kontrasten indgives, kan du opdage en metalsmag i munden.","When the contrast is administered, you may detect a metallic taste in your mouth.",Після введення контрасту ви можете відчути металевий присмак у роті.
Metalsmagen kan manifestere sig under kontrastindgift.,The metallic taste may manifest during contrast administration.,Металевий присмак може з'явитися під час введення контрасту.
"Du kan smage metal, når vi sprøjter kontrasten ind.",You can taste metal when we inject the contrast.,"Ви можете відчути смак металу, коли ми вводимо контраст."
"Det kan føles, som om du smager metal, når kontrasten gives.",It may feel like you're tasting metal when the contrast is given.,"Під час введення контрасту може здаватися, що ви відчуваєте смак металу."
"En metalsmag i munden kan opstå, når kontrastvæsken injiceres.",A metallic taste in the mouth may arise when the contrast fluid is injected.,Металевий присмак у роті може виникнути під час введення контрастної рідини.
Under kontrastindgift kan der forekomme en metalsmag i munden.,"During contrast administration, a metallic taste in the mouth may occur.",Під час введення контрасту може виникнути металевий присмак у роті.
"Når du får jodkontrasten, kan du opleve en metalsmag i munden.","When you receive the iodine contrast, you may experience a metallic taste in your mouth.",При введенні йодного контрасту ви можете відчути металевий присмак у роті.
"Det er muligt at smage metal, når kontrastvæsken injiceres.",It's possible to taste metal when the contrast fluid is injected.,При введенні контрастної рідини можливий металевий присмак.
En metallisk smag i munden kan forekomme under kontrastindgift.,A metallic taste in the mouth may occur during contrast administration.,Під час введення контрасту може виникнути металевий присмак у роті.
"Metalsmagen kan være til stede, når kontrasten indgives.",The metallic taste may be present when the contrast is administered.,Металевий присмак може бути присутнім під час введення контрасту.
"Det kan føles, som om du smager metal, når jodkontrasten sprøjtes ind.",It may feel like you're tasting metal when the iodine contrast is injected.,"При введенні йодного контрасту може виникнути відчуття, що ви відчуваєте смак металу."
En metalsmag i munden kan opstå ved kontrastindgift.,A metallic taste in the mouth may occur during contrast administration.,Під час введення контрасту може виникнути металевий присмак у роті.
Under kontrastindgift kan der opstå en følelse af metal i munden.,"During contrast administration, a sensation of metal in the mouth may arise.",Під час введення контрасту може виникнути відчуття металу в роті.
"Du kan smage metal, når vi giver dig kontrastvæsken.",You can taste metal when we administer the contrast fluid.,"Ви можете відчути смак металу, коли ми вводимо контрастну рідину."
Det er muligt at opdage en metallisk smag i munden under kontrastindgift.,It's possible to detect a metallic taste in the mouth during contrast administration.,Під час введення контрасту можна відчути металевий присмак у роті.
En metallisk smag i munden kan være en effekt af kontrasten.,A metallic taste in the mouth may be an effect of the contrast.,Металевий присмак у роті може бути наслідком дії контрасту.
"Metalsmagen kan være til stede, når jodkontrasten gives.",The metallic taste may be present when the iodine contrast is given.,Металевий присмак може бути присутнім при введенні йодного контрасту.
"Når kontrasten indgives, kan du opdage en følelse af metal i munden.","When the contrast is administered, you may detect a sensation of metal in the mouth.",Під час введення контрасту ви можете відчути металевий присмак у роті.
"Du kan få en metalsmag i munden, når kontrasten sprøjtes ind.",You may experience a metallic taste in your mouth when the contrast is injected.,При введенні контрасту ви можете відчути металевий присмак у роті.
Under scanningen skal du trække vejret ind og holde det i ca. 4-5 sekunder.,"During the scan, you need to inhale and hold your breath for about 4-5 seconds.",Під час сканування вам потрібно вдихнути і затримати дихання приблизно на 4-5 секунд.
Under scanningen vil du blive bedt om at trække vejret ind og holde det i ca. 4-5 sekunder,"During the scan, you will be asked to inhale and hold your breath for about 4-5 seconds.",Під час сканування вас попросять вдихнути і затримати дихання приблизно на 4-5 секунд.
"Du skal forberede dig på at skulle holde vejret i 4-5 sekunder, scanneren vil fortælle dig automatisk hvornår.",You should prepare to hold your breath for 4-5 seconds; the scanner will automatically instruct you when.,"Ви повинні бути готові затримати дихання на 4-5 секунд; сканер автоматично повідомить вам, коли саме."
"Scanneren vil fortælle dig undervejs, at du skal trække vejret ind og holde det. Efterfølgende vil den også fortælle, når du skal trække vejret normalt igen.","The scanner will inform you during the process to inhale and hold your breath, and then when to resume normal breathing.","Сканер буде інформувати вас під час процесу вдиху і затримки дихання, а також коли відновити нормальне дихання."
"Forvent at skulle holde vejret i 4-5 sekunder; scanneren giver besked, når det er tid.",Expect to hold your breath for 4-5 seconds; the scanner will notify you when it's time.,"Приготуйтеся затримати дихання на 4-5 секунд; сканер повідомить вас, коли настане час."
Du skal være klar til at holde vejret i ca. 4-5 sekunder under scanningen.,You should be ready to hold your breath for about 4-5 seconds during the scan.,Будьте готові затримати дихання на 4-5 секунд під час сканування.
At trække vejret ind og holde det i 4-5 sekunder er en del af proceduren under scanningen.,Inhaling and holding your breath for 4-5 seconds is part of the scanning procedure.,Вдихання і затримка дихання на 4-5 секунд є частиною процедури сканування.
"Scanneren vil dirigere dig til at trække vejret ind og holde det; den vil også angive, hvornår du kan trække vejret normalt igen.",The scanner will guide you to inhale and hold your breath; it will also indicate when you can resume normal breathing.,"Сканер вкаже вам, як зробити вдих і затримати дихання, а також повідомить, коли можна відновити нормальне дихання."
Det er vigtigt at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,It's important to inhale and hold your breath for about 4-5 seconds during the scan.,Важливо вдихнути і затримати дихання приблизно на 4-5 секунд під час сканування.
Du vil modtage instruktioner om at trække vejret ind og holde det i 4-5 sekunder under scanningen.,You will receive instructions to inhale and hold your breath for 4-5 seconds during the scan.,Ви отримаєте вказівку вдихнути і затримати дихання на 4-5 секунд під час сканування.
Forvent at skulle holde vejret i nogle få sekunder under scanningen.,Expect to hold your breath for a few seconds during the scan.,Під час сканування вам доведеться затримати дихання на кілька секунд.
Vær opmærksom på at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Be aware to inhale and hold your breath for about 4-5 seconds during the scan.,Під час сканування необхідно зробити вдих і затримати дихання на 4-5 секунд.
Scanneren vil bede dig om at trække vejret ind og holde det i et par sekunder.,The scanner will ask you to inhale and hold your breath for a couple of seconds.,Сканер попросить вас вдихнути і затримати дихання на кілька секунд.
"Du skal være forberedt på at holde vejret i 4-5 sekunder, når du er under scanningen.",You should be prepared to hold your breath for 4-5 seconds while you are undergoing the scan.,Будьте готові затримати дихання на 4-5 секунд під час сканування.
"At trække vejret ind og holde det er en del af proceduren, som scanneren vil guide dig igennem.",Inhaling and holding your breath is part of the procedure that the scanner will guide you through.,"Вдих і затримка дихання - це частина процедури, через яку вас проведе сканер."
Scanneren vil lede dig gennem trinene til at trække vejret ind og holde det i et par sekunder.,The scanner will lead you through the steps to inhale and hold your breath for a couple of seconds.,Сканер проведе вас через етапи вдиху і затримки дихання на кілька секунд.
Det er vigtigt at følge scannerens instruktioner om at trække vejret ind og holde det.,It's important to follow the scanner's instructions to inhale and hold your breath.,Важливо дотримуватися інструкцій сканера щодо вдиху та затримки дихання.
Under scanningen vil du blive bedt om at holde vejret i ca. 4-5 sekunder.,"During the scan, you will be asked to hold your breath for about 4-5 seconds.",Під час сканування вас попросять затримати дихання приблизно на 4-5 секунд.
"Scanneren vil informere dig om at trække vejret ind og holde det, og derefter om at trække vejret normalt igen.","The scanner will inform you to inhale and hold your breath, and then to breathe normally again.","Сканер попросить вас зробити вдих і затримати дихання, а потім знову почати дихати нормально."
Forbered dig på at skulle holde vejret i 4-5 sekunder; scanneren vil give dig besked.,Prepare to hold your breath for 4-5 seconds; the scanner will give you instructions.,"Приготуйтеся затримати дихання на 4-5 секунд, сканер дасть вам відповідні вказівки."
Under scanningen skal du lytte til scannerens instruktioner om at trække vejret ind og holde det.,"During the scan, listen to the scanner's instructions on inhaling and holding your breath.",Під час сканування слухайте інструкції сканера щодо вдиху та затримки дихання.
"Du vil få at vide, hvornår du skal trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.",You will be informed when to inhale and hold your breath for about 4-5 seconds during the scan.,"Вам буде повідомлено, коли потрібно зробити вдих і затримати дихання приблизно на 4-5 секунд під час сканування."
Scanneren vil guide dig gennem processen med at trække vejret ind og holde det i 4-5 sekunder.,The scanner will guide you through the process of inhaling and holding your breath for 4-5 seconds.,Сканер проведе вас через процес вдиху і затримки дихання на 4-5 секунд.
Det er en del af proceduren at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Inhaling and holding your breath for about 4-5 seconds is part of the procedure during the scan.,Вдих і затримка дихання на 4-5 секунд є частиною процедури під час сканування.
Scanneren vil bede dig om at trække vejret ind og holde det i et par sekunder ad gangen.,The scanner will ask you to inhale and hold your breath for a couple of seconds at a time.,Сканер попросить вас вдихнути і затримати дихання на кілька секунд.
Forbered dig på at holde vejret i nogle få sekunder; scanneren vil give dig besked.,Prepare to hold your breath for a few seconds; the scanner will give you instructions.,Приготуйтеся затримати дихання на кілька секунд; сканер дасть вам інструкції.
Du skal lytte opmærksomt til scannerens anvisninger om at trække vejret ind og holde det.,Listen carefully to the scanner's instructions on inhaling and holding your breath.,Уважно слухайте інструкції сканера щодо вдиху та затримки дихання.
Under scanningen vil du blive instrueret i at trække vejret ind og holde det i et par sekunder.,"During the scan, you will be instructed to inhale and hold your breath for a few seconds.",Під час сканування ви отримаєте вказівки вдихнути і затримати дихання на кілька секунд.
"Scanneren vil vejlede dig til at trække vejret ind og holde det, når det er nødvendigt.",The scanner will instruct you to inhale and hold your breath when necessary.,"Сканер дасть вам вказівки вдихнути і затримати дихання, коли це буде необхідно."
Forbered dig på at skulle trække vejret ind og holde det i 4-5 sekunder under scanningen; scanneren vil guide dig.,Prepare to inhale and hold your breath for 4-5 seconds during the scan; the scanner will guide you.,Приготуйтеся вдихнути і затримати дихання на 4-5 секунд під час сканування; сканер підкаже вам.
"Scanneren vil informere dig om at trække vejret ind og holde det i ca. 4-5 sekunder, når det er nødvendigt.",The scanner will inform you to inhale and hold your breath for about 4-5 seconds when necessary.,"Сканер повідомить вам про необхідність вдихнути і затримати дихання на 4-5 секунд, коли це буде необхідно."
Du skal være opmærksom på at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Be aware to inhale and hold your breath for about 4-5 seconds during the scan.,Під час сканування вдихніть і затримайте дихання приблизно на 4-5 секунд.
Scanneren vil lede dig gennem processen med at trække vejret ind og holde det i 4-5 sekunder.,The scanner will guide you through the process of inhaling and holding your breath for 4-5 seconds.,Сканер проведе вас через процес вдиху і затримки дихання на 4-5 секунд.
Det er vigtigt at lytte til scannerens instruktioner om at trække vejret ind og holde det i ca. 4-5 sekunder.,It's important to listen to the scanner's instructions on inhaling and holding your breath for about 4-5 seconds.,Важливо слухати інструкції сканера щодо вдиху та затримки дихання на 4-5 секунд.
Du vil modtage besked om at trække vejret ind og holde det i 4-5 sekunder under scanningen.,You will receive instructions to inhale and hold your breath for 4-5 seconds during the scan.,Ви отримаєте інструкції вдихнути і затримати дихання на 4-5 секунд під час сканування.
Forbered dig på at skulle holde vejret i 4-5 sekunder; scanneren vil guide dig automatisk.,Prepare to hold your breath for 4-5 seconds; the scanner will guide you automatically.,Приготуйтеся затримати дихання на 4-5 секунд; сканер буде підказувати вам автоматично.
Det er en del af proceduren at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Inhaling and holding your breath for about 4-5 seconds is part of the procedure during the scan.,Вдих і затримка дихання на 4-5 секунд є частиною процедури під час сканування.
Under scanningen vil du blive anmodet om at trække vejret ind og holde det i ca. 4-5 sekunder.,"During the scan, you will be asked to inhale and hold your breath for about 4-5 seconds.",Під час сканування вас попросять вдихнути і затримати дихання приблизно на 4-5 секунд.
Scanneren vil give instruktioner om at trække vejret ind og holde det i 4-5 sekunder.,The scanner will give instructions on inhaling and holding your breath for 4-5 seconds.,Сканер дасть інструкції щодо вдиху та затримки дихання на 4-5 секунд.
Du skal være opmærksom på scannerens anvisninger om at trække vejret ind og holde det i ca. 4-5 sekunder.,Be attentive to the scanner's instructions on inhaling and holding your breath for about 4-5 seconds.,Уважно дотримуйтесь інструкцій сканера щодо вдиху та затримки дихання на 4-5 секунд.
At trække vejret ind og holde det i 4-5 sekunder er vigtigt under scanningen.,Inhaling and holding your breath for 4-5 seconds is important during the scan.,Вдих і затримка дихання на 4-5 секунд є важливим під час сканування.
Det er vigtigt at følge instruktionerne om at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,It is important to follow the instructions to inhale and hold your breath for about 4-5 seconds during the scan.,Під час сканування важливо дотримуватися інструкцій щодо вдиху та затримки дихання на 4-5 секунд.
Scanneren vil guide dig gennem processen med at trække vejret ind og holde det i 4-5 sekunder.,The scanner will guide you through the process of inhaling and holding your breath for 4-5 seconds.,"Сканер підкаже вам, коли потрібно зробити вдих і затримати дихання на 4-5 секунд."
Forbered dig på at skulle trække vejret ind og holde det i ca. 4-5 sekunder; scanneren vil lede dig.,Prepare to inhale and hold your breath for about 4-5 seconds; the scanner will lead you.,Приготуйтеся вдихнути і затримати дихання приблизно на 4-5 секунд; сканер підкаже вам.
Du vil blive instrueret i at trække vejret ind og holde det i 4-5 sekunder under scanningen.,You will be instructed to inhale and hold your breath for 4-5 seconds during the scan.,Вам буде вказано вдихнути і затримати дихання на 4-5 секунд під час сканування.
"Vær opmærksom på at trække vejret ind og holde det i ca. 4-5 sekunder, når scanneren angiver det.",Be mindful to inhale and hold your breath for about 4-5 seconds when the scanner indicates.,"Будь ласка, вдихніть і затримайте дихання на 4-5 секунд, коли сканер подасть відповідний сигнал."
Under scanningen vil du få besked om at trække vejret ind og holde det i 4-5 sekunder.,"During the scan, you will be instructed to inhale and hold your breath for 4-5 seconds.",Під час сканування вам буде вказано вдихнути і затримати дихання на 4-5 секунд.
Det er en del af proceduren at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Inhaling and holding your breath for about 4-5 seconds is part of the procedure during the scan.,Вдих і затримка дихання на 4-5 секунд є частиною процедури під час сканування.
Du vil blive bedt om at trække vejret ind og holde det i 4-5 sekunder; det er en almindelig del af processen.,You will be asked to inhale and hold your breath for 4-5 seconds; it is a common part of the process.,Вас попросять вдихнути і затримати дихання на 4-5 секунд; це стандартна частина процесу.
Scanneren vil informere dig om at trække vejret ind og holde det i ca. 4-5 sekunder som en del af proceduren.,The scanner will inform you to inhale and hold your breath for about 4-5 seconds as part of the procedure.,Під час процедури сканер попросить вас вдихнути і затримати дихання приблизно на 4-5 секунд.
Forbered dig på at holde vejret i 4-5 sekunder; det vil være nødvendigt under scanningen.,Prepare to hold your breath for 4-5 seconds; it will be necessary during the scan.,"Приготуйтеся затримати дихання на 4-5 секунд, це буде необхідно під час сканування."
Du skal kunne ligge ned under hele scanningen,You need to be able to lie down throughout the entire scan.,Ви маєте бути в змозі лежати протягом усього сканування.
Du skal kunne ligge fladt ned på ryggen under hele scanningen,You need to lie flat on your back throughout the entire scan.,Ви повинні лежати рівно на спині протягом усього сканування.
Du skal kunne ligge på ryggen under hele scanningen,You need to lie on your back throughout the entire scan.,Ви повинні лежати на спині протягом усього сканування.
Du skal ligge fladt på ryggen under hele scanningen,You need to lie flat on your back throughout the entire scan.,Ви повинні лежати рівно на спині протягом усього сканування.
Du skal kunne ligge stille og fladt på ryggen,You need to be able to lie still and flat on your back.,Ви маєте бути в змозі лежати спокійно і рівно на спині.
Scanningen skal foregå på ryggen og du skal ligge stille undervejs,"The scan will take place while you are lying on your back, and you need to remain still.","Сканування відбуватиметься в положенні лежачи на спині, і вам потрібно залишатися нерухомими."
Vil du have støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підкладка під коліна під час сканування?
Vil du have noget under benene under scanningen for at afhjælpe ryggen?,Do you need something under your legs during the scan to help your back?,"Чи потрібно вам щось підкласти під ноги під час сканування, щоб підтримати спину?"
Vi kan hjælpe din lænderyg med at lægge noget under benene under scanningen.,We can help support your lumbar spine by placing something under your legs during the scan.,"Ми можемо допомогти підтримати ваш поперек, підклавши щось під ноги під час сканування."
Du forventes at ligge ned under hele scanningen.,You are expected to lie down throughout the entire scan.,Ви повинні лежати протягом усього сканування.
For hele scanningen skal du ligge fladt ned på ryggen.,You need to lie flat on your back for the entire scan.,Ви повинні лежати рівно на спині протягом усього сканування.
Under hele scanningen skal du ligge på ryggen.,You need to lie on your back throughout the entire scan.,Ви повинні лежати на спині протягом усього сканування.
Din position skal være fladt på ryggen under hele scanningen.,Your position should be flat on your back throughout the entire scan.,Ви повинні лежати рівно на спині протягом усього сканування.
"Det kræves, at du ligger stille og fladt på ryggen.",It is required that you lie still and flat on your back.,Вам необхідно лежати нерухомо і рівно на спині.
"Scanningen vil finde sted, mens du ligger på ryggen, og du skal forblive stille.","The scan will occur while you are lying on your back, and you need to remain still.","Сканування буде відбуватися, поки ви лежите на спині, і вам потрібно залишатися нерухомими."
Har du brug for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна підкладка під коліна при скануванні?
Vil du have noget under benene for at lette ryggen under scanningen?,Do you need something under your legs to ease your back during the scan?,"Чи потрібно вам щось підкласти під ноги, щоб зменшити навантаження на спину під час сканування?"
Vi kan placere støtte under dine ben for at hjælpe din lænderyg under scanningen.,We can place support under your legs to help your lumbar spine during the scan.,Ми можемо підкласти вам під ноги опору щоб вашій поясниці було легше під час сканування.
Vi kan give dig støtte under knæene for at gøre det mere behageligt.,We can provide support under your knees to make it more comfortable.,"Ми можемо надати вам підкладку під коліна, щоб вам було зручніше."
Det er nødvendigt at ligge ned under hele scanningen.,It is necessary to lie down throughout the entire scan.,Необхідно лежати протягом усього сканування.
Du skal ligge fladt ned på ryggen under scanningen.,You need to lie flat on your back for the entire scan.,Ви повинні лежати рівно на спині протягом усього сканування.
For hele scanningen skal du ligge på ryggen.,You need to lie on your back throughout the entire scan.,Необхідно лежати на спині протягом усього сканування.
"Det forventes, at du ligger stille og fladt på ryggen.",You are expected to lie flat on your back throughout the entire scan.,Вам доведеться лежати рівно на спині протягом усього сканування.
"Scanningen vil foregå, mens du ligger på ryggen, og du skal forblive stille.","The scan will take place while you are lying on your back, and you need to remain still.","Сканування відбуватиметься в положенні лежачи на спині, і вам потрібно залишатися нерухомими."
Skal der være støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підкладка під коліна впродовж сканування?
Vil du have noget under benene for at lette ryggen under scanningen?,Do you need something under your legs to help your back during the scan?,Вам потрібно щось підкласти під ноги щоб підтримати спину під час сканування?
Vi kan give dig støtte under benene under scanningen for at aflaste ryggen.,We can provide support under your legs during the scan to alleviate your back.,"Ми можемо надати підтримку під ноги на час сканування, щоб полегшити навантаження на спину."
Vi kan placere noget under benene for at støtte ryggen under scanningen.,We can place something under your legs to support your back during the scan.,Ми можемо підкласти вам щось під ноги щоб підтримувати спину під час сканування.
Har du brug for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Вам потрібна підтримка під коліна під час сканування?
Vil du have noget under benene under scanningen for at hjælpe ryggen?,Do you need something under your legs during the scan to assist your back?,Вам потрібно щось підкласти під ноги під час сканування щоб підтримати спину?
Vi kan lægge støtte under dine ben for at aflaste ryggen.,We can provide support under your legs to relieve your back.,Ми можемо надати вам підкладку під ноги щоб зменшити навантаження на спину.
Det er vigtigt at ligge ned under hele scanningen.,It is important to lie down throughout the entire scan.,Важливо залишатися в положенні лежачи протягом усього сканування.
For hele scanningen skal du ligge fladt ned på ryggen.,You need to lie flat on your back for the entire scan.,Ви повинні лежати рівно на спині протягом усього сканування.
Du skal ligge på ryggen under hele scanningen.,You should lie on your back throughout the entire scan.,Ви повинні лежати на спині протягом усього сканування.
"Det forventes, at du ligger fladt på ryggen under hele scanningen.",It is expected that you lie flat on your back throughout the entire scan.,"Очікується, що ви будете лежати на спині протягом усього сканування."
