danish,english,ukranian
Er du blevet diagnosticeret med astma på forhånd?,Have you been beforehand diagnosed with asthma?,"Чи ставили вам раніше діагноз ""астма""?"
Har du været igennem astmasymptomer for nylig?,Have you endured asthma symptoms recently?,Чи відчували ви симптоми астми нещодавно?
Har du brug for medicin til at kontrollere dine lunger?,Do you requisite medication to control your lungs?,"Чи потрібні вам ліки, щоб контролювати стан ваших легенів?"
Har du oplevet astma?,Has you experienced asthma?,Ви вже хворіли на астму?
Havde du nogensinde haft astmasymptomer?,Had you ever had asthma symptoms?,Чи були у вас коли-небудь симптоми астми?
Er du tilbøjelig til at udtænke astma?,Are you prone to devising asthma?,Чи схильні ви до розвитку астми?
Har du haft en tidslinje med kortåndethed?,Have you had timeline of shortness of breath?,Чи були у вас періоди задишки?
Har du brug for behandling for astma?,Do you needs treatment for asthma?,Чи потребуєте ви лікування від астми?
Er astmatikeren bekymret for dig?,Is asthmatic a concern for you?,Чи турбує вас астма?
Har du oplevet en forværring af dine lunger?,Have you experienced deteriorating of your lungs?,Чи відчували ви погіршення стану ваших легенів?
Er astma del af din sygdomstilstand?,Is asthma portion of your medical condition?,Чи є астма частиною вашого стану здоров'я?
Har du brug for medicin til at lindre dine lunger problemer?,Do you need medication to relieve your lungs problems?,Чи потрібні вам ліки для полегшення ваших проблем з диханням?
Har du nogensinde haft problemer sukke?,Have you ever had trouble sigh?,Чи були у вас коли-небудь проблеми з диханням?
Har du nogensinde fået foretaget en nyreoperation?,Have you ever had kidneys surgery?,Чи робили вам коли-небудь операцію на нирках?
Er du blevet opereret?,Have you had surgery on your loins?,Чи робили вам операцію на нирках?
Har du haft nyreproblemer?,Have you had kidney trouble?,Чи були у вас проблеми з нирками?
"Er der nada, vi bør være opmærksomme på med hensyn til dine nyrer?",Is there nada we should be aware of regarding your kidneys?,"Чи є щось, про що ми повинні знати стосовно ваших нирок?"
Har du haft tidligere nyreproblemer?,Have you had previous kidney problem?,Чи були у вас раніше проблеми з нирками?
Har du fået foretaget nyreoperationer?,Have you had kidney surgeries?,Чи робили вам операцію на нирках?
Er du blevet opereret på dine lænder?,Have you been operated on your loins?,Чи робили вам операцію на нирках?
Er dine nyrer blevet opereret?,Ha there ever been surgery on your kidneys?,Чи була у вас коли-небудь операція на нирках?
Er du blevet opereret i nyreregionen?,Have you undergone surgery in the kidney regions?,Чи робили вам операцію в області нирок?
Er der nogen historier om nyreoperationer med dig?,Is there any stories of kidney surgeries with you?,Чи є у вас в історії хвороби операції на нирках?
Har der nogensinde været kirurgiske metoder på dine nyrer?,Has there ever been surgical methods on your kidneys?,Чи були у вас коли-небудь хірургічні втручання на нирках?
Har du eksperimenteret med nyreoperationer før?,Have you experimented kidney surgeries before?,Чи були у вас раніше операції на нирках?
Har der været indgreb i dine nyrer?,Have there been any surgeries interventions in your kidneys?,Чи були у вас якісь хірургічні втручання на нирках?
Har du fået foretaget en nyreoperation før?,Has you had kidney surgery before?,Чи робили вам раніше операцію на нирках?
Har du fået kirurgisk behandling i nyrerne?,Have you ago received surgical treatment in your kidneys?,Чи робили вам раніше хірургічні операції на нирках?
Har der været nogen procedurer på dine nyrer siden?,Have there been any ago procedures on your kidneys?,Чи проходили ви раніше якісь процедури на нирках?
Er dine nyrer blevet opereret?,Have your kidneys been subjected to surgery treatment?,Чи були ваші нирки прооперовані хірургічним шляхом?
Er du blevet opereret i forbindelse med dine nyrer?,Have you experienced surgery connected to your kidneys?,"Чи перенесли ви операцію, пов'язану з нирками?"
Har dine nyrer tidligere været opereret?,Have there been any previous surgical on your kidneys?,Чи були у вас раніше якісь хірургічні операції на нирках?
Har du haft operationer relateret til din nyre?,Have you had surgeries related to your kidney?,"Чи були у вас операції, пов'язані з нирками?"
"Er nyrekirurgi noget, du har erfaring med?",Are renal surgeries something you have experience with?,Чи є у вас досвід хірургічних операцій на нирках?
Har dine nyrer tidligere været under kirurgisk behandling?,Have your kidneys previous been under surgical treatment?,Чи лікували ваші нирки раніше хірургічним шляхом?
Har dine nyrer været opereret?,Have there been surgeries procedures in your kidneys?,Чи проводилися якісь хірургічні процедури на ваших нирках?
Er kirurgisk indgreb i nyrerne noget du har oplevet?,Are surgical intervention in your kidneys something you have experienced?,Чи доводилося вам переживати хірургічні втручання на нирках?
Har du haft fortilfælde på dine nyrer?,Have you had precedents surgeries on your kidneys?,Чи робили вам раніше операції на нирках?
Har du tidligere haft nyreproblemer der kræver operation?,Ha you previously had kidney problems requiring surgery?,"Чи були у вас раніше проблеми з нирками, які потребували хірургічного втручання?"
Har der været fortilfælde på dine nyrer?,Have there been precedents surgeries on your kidneys?,Чи робили вам раніше операції на нирках?
Har du oplevet operationer i forbindelse med dine nyrer?,Have you experienced surgeries pertaining to your kidneys?,"Чи робили вам операції, пов'язані з нирками?"
Har du brug for operation på dine nyrer?,Have you requirement surgery on your kidneys?,Чи потрібна була вам операція на нирках?
Har nyreoperationer været noget du har gennemgået?,Have kidney surgeries been anything you have undergone?,Чи проводилися вам операції на нирках?
Er dine lænder blevet opereret?,Have your loins been subjected to surgeries?,Чи проводилися якісь хірургічні операції на ваших нирках?
Har der været nogen tidligere operationer på dine nyrer?,Has there been any previous surgeries on your kidneys?,Чи були у вас раніше операції на нирках?
Har du haft operationer på dine nyrer?,Has you had surgeries on your kidneys?,Чи робили вам операції на нирках?
Har du haft nogen former for kirurgisk behandling på dine nyrer?,Have you had any forms of surgical treat on your kidneys?,Чи проходили ви якісь форми хірургічного лікування на нирках?
"Er der noget, vi bør være opmærksomme på med hensyn til dine tidligere nyrer operationer?",Is there anything we should be aware of regarding your previous kidneys surgeries?,"Чи є щось, про що ми повинні знати стосовно ваших попередніх операцій на нирках?"
Har du tidligere haft operationer på dine nyrer?,Ha you previously had surgeries on your kidneys?,Чи перенесли ви раніше операції на нирках?
Har du haft nogen former for kirurgisk behandling for din nyre?,Have you had any forms of surgical treatment for your kidney?,Чи проходили ви будь-які форми хірургічного лікування нирок?
"Er der intet, vi skal vide om dine nyrer og operation?",Is there nothing we should know about your kidneys and surgery?,"Чи є щось, що ми повинні знати про ваші нирки та хірургічні втручання?"
Er du blevet opereret på dine nyrer?,Have you experienced surgery bound to your kidneys?,"Чи були у вас хірургічні втручання, пов'язані з нирками?"
Har der tidligere været nogen indgreb i dine nyrer?,Have there been any past interventions in your kidneys?,Чи мали ви якісь попередні втручання на нирках?
Har du haft nyrer operationer før?,Have you had kidneys surgeries before?,Чи робили вам раніше операції на нирках?
Er nyreoperationer en del af din sygehistorie?,Are kidney surgeries parte of your medical history?,Чи є операції на нирках частиною вашої історії хвороби?
Er du tidligere blevet opereret i dialyseområdet?,Have you previously undergone surgeries in the dialysis region?,Чи робили вам раніше операції в області нирок?
Har du haft operationer bundet til dine nyrer før?,Have you had surgeries bound to your kidneys before?,"Чи робили вам раніше операції, пов'язані з нирками?"
Har der været indgreb i nyrerne før?,Have there been surgery interventions in your kidneys before?,Чи були у вас раніше хірургічні втручання на нирках?
Har du tidligere haft kirurgisk behandling i nyreregionen?,Have you previously had surgical treating in the kidney region?,Чи проходили ви раніше хірургічне лікування в області нирок?
Har der været operation i din nyre før?,Has there been surgery in your kidney before?,Чи були у вас раніше хірургічні операції на нирках?
Har du et højt pres?,Do you have high chrissake pressure?,Чи підвищений у вас артеріальний тиск?
Har du nogen erfaringer med det højeste blodtryk?,Do you have any experiences with supreme blood pressure?,Чи були у вас випадки підвищеного артеріального тиску?
Kan dit blod presses op?,Can your blood pressurized be elevated?,Чи може ваш кров'яний тиск бути підвищеним?
Har du stræbt efter at få forhøjet blodtryk?,Have you strived having high blood pressure?,Чи мали ви колись високий кров'яний тиск?
Har du fået for højt blodtryk?,Have you undergone high blood pressure?,Чи був у вас підвищений кров'яний тиск?
Har du haft problemer med forhøjet blodtryk?,Have you had troubles with high blood pressure?,Чи були у вас проблеми з підвищеним артеріальним тиском?
Er der tegn på et højt transfusionspres i dig?,Are there signs of high transfusion pressure in you?,Чи є у вас ознаки підвищеного артеріального тиску?
Kender du alt blodtryk?,Are you familiar with alto blood pressure?,Чи знайомі ви з високим кров'яним тиском?
Har du haft forhøjet blodtryk før?,Have you had high blood pressurized before?,Чи був у вас раніше високий кров'яний тиск?
Er høje kristne pres en bekymring for dig?,Is high chrissakes pressure a concern for you?,Чи турбує вас високий кров'яний тиск?
Har du erfaring med højt transfusionspres?,Do you have experience with high transfusion pressure?,Чи стикалися ви з підвищеним артеріальним тиском?
Er du tilbøjelig til at få det højeste blodtryk?,Are you prone to highest blood pressure?,Чи схильні ви до підвищеного артеріального тиску?
Har du gennemgået episoder med forhøjet blodtryk?,Have you underwent episodes of high blood pressure?,Чи траплялися у вас періоди підвищеного артеріального тиску?
Er forhøjet blodtryk en del af din læges historie?,Is high blood pressure part of your physician history?,Чи є високий кров'яний тиск частиною вашої історії хвороби?
Har du haft perioder med højt blodtryk?,Have you had periods of high blood pressurized?,Чи були у вас періоди підвищеного артеріального тиску?
Er der før set forhøjet blodtryk hos dig?,Have high blood pressure been observed in you before?,Чи спостерігався у вас раніше підвищений артеріальний тиск?
Har du nogen udfordringer med høj dåb,Do you have any challenges with high chrissake,Чи є у вас якісь проблеми з високим кров'яним тиском?
Er der tidligere set forhøjet blodtryk i dig?,Ha there previously been observed high blood pressure in you? ,Чи спостерігався у вас раніше підвищений артеріальний тиск?
Har du nogen form for udfordringer med højt blodtryk?,Do you have any sorting of challenges with high blood pressure?,"Чи є у вас якісь проблеми, пов'язані з підвищеним артеріальним тиском?"
Har du fået behandling for alt blodtryk før?,Have you received treatment for alto blood pressure before?,Чи лікували ви раніше підвищений артеріальний тиск?
Har du prøvet at styre forhøjet blodtryk?,Have you attempted managing high blood pressure?,Чи пробували ви регулювати свій артеріальний тиск?
"Er der noget, der kan forårsage alt blodtryk i dig?",Is there anything that can cause alto blood pressure in you?,"Чи є щось, що може викликати у вас підвищений артеріальний тиск?"
Har du oplevet symptomer på det højeste blodtryk?,Have you experienced symptoms of highest blood pressure?,Чи відчували ви симптоми підвищеного артеріального тиску?
Er der tegn på forhøjet blodtryk i din læges historie?,Are there signs of high blood pressure in your doctor history?,Чи є у вашій історії хвороби ознаки підвищеного артеріального тиску?
Har du nogen sinde fået målt for højt blodtryk?,Has you ever had high blood pressure measured?,Чи вимірювали вам коли-небудь підвищений артеріальний тиск?
"Er der en risiko for, at du kan udvikle forhøjet blodtryk?",Is there a risk that you may develops high blood pressure?,"Чи існує ризик того, що у вас може розвинутися високий артеріальний тиск?"
"Du kan opleve en varmefornemmelse i kroppen, når du får kontrastinjektionen.",You may experience a warmth sensation in your body when obtain the contrast injection.,Ви можете відчувати тепло в тілі під час ін'єкції контрасту.
"Du føler varme i kroppen under scanningen, når du får injektionen.",You feel warmth in your body during the scanning when you receive the injection.,"Ви відчуваєте тепло в тілі під час сканування, коли отримуєте ін'єкцію."
"Toi bliver varm i din krop, når vi giver dig kontrasten.",Toi become warm in your body when we give you the contrast.,"Ви відчуваєте тепло в тілі, коли ми вводимо вам контраст."
"Du bliver varm i din krop, når du modtager væskerne.",You become warm in your body when you receive the fluids.,"Ви відчуваєте тепло в тілі, коли отримуєте рідину."
"Du kan opleve en varme fornemmelse, når vi giver dig kontrastvæsken.",Thee may experience a warmth sensation when we give you the contrast fluid.,"Ви можете відчути тепло, коли ми вводимо вам контрастну рідину."
Toi kan føle varme i kroppen under scanningen.,Toi may feel warmth in your body during the scan.,Ви можете відчути тепло в тілі під час сканування.
"Du får en betydelig varme fornemmelse i kroppen, når du får jod kontrasten.",You get a sizeable warmth sensation in your body when you get the iodine contrast.,"Ви відчуваєте помітне тепло в тілі, коли вам вводять йодний контраст."
"Når kontrasten injiceres, kan din krop føle kaiente.","When the contrast is injected, your body may feel caliente.","Коли вводиться контраст, ви можете відчути тепло в тілі."
Du kan føle varme i din krop under scanningen med kontrast.,Thee may feel warmth in your body during the scan with contrast.,Ви можете відчути тепло в тілі під час сканування з контрастом.
"Dine bureauer bliver måske varme, når vi giver dig kontrasten.",Your agencies may get warm when we give you the contrast.,"Ваше тіло може стати теплим, коли ми введемо вам контраст."
"Når du modtager væsken, kan du føle varme i din krop.","When you receives the fluid, you may feel warmth in your body.","Коли ви отримуєте рідину, ви можете відчути тепло в тілі."
"Vous kan opleve en varme fornemmelse, når vi giver dig kontrastvæsken.",Vous may experience a warmth sensation when we give you the contrast fluid.,"Ви можете відчути тепло, коли ми введемо вам контрастну рідину."
Under scanningen kan du føle varme i kroppen.,"During the scan, you may feel warmth in your bodies.",Під час сканування ви можете відчути тепло в тілі.
"Du kan mærke varmen i kroppen, når kontrasten injiceres.",Doyou may feel the warmth in your body when the contrast is injected.,Ви можете відчути тепло в тілі під час введення контрасту.
Din krop kan føle sig varm når vi låner kontrastvæsken ud.,Your body may feel warm when we lend the contrast fluid.,"Ваше тіло може відчувати тепло, коли ми вводимо контрастну рідину."
"Den varme fornemmelse kan opstå, når kontrasten er tilvejebragt.",The warmth sensation may occur when the contrast is afforded.,Під час введення контрасту може виникнути відчуття тепла.
"Du kan opleve varme, når omkampen injiceres i din krop.",You may experience warmth when the rematch is injected into your body.,"Ви можете відчути тепло, коли контраст вводиться у ваше тіло."
"Når jod kontrasten er givet, din krop maggio føles varm.","When the iodine contrast is given, your body maggio feel warm.",При введенні йодного контрасту ваше тіло може відчувати тепло.
Kontrasten kan få kroppen til at føle sig varm.,The contrast may make your bodies feel warm.,Контраст може викликати відчуття тепла в тілі.
"Kroppen kan varme op, når det modsatte injiceres.",Your body may warm up when the opposite is injected.,Ваше тіло може розігрітися під час введення контрасту.
Under scanningen mærker du måske en kalientesensation.,"During the scan, you may feel a caliente sensation.",Під час сканування ви можете відчути тепло.
"Du kan opleve en varm følelse, når kontrasten administreres.",You may experiences a warm feeling when the contrast is administered.,Ви можете відчути тепло під час введення контрасту.
"Dine bureauer kan blive varme, når vi injicerer kontrasten.",Your agencies may become warm when we inject the contrast.,"Ваше тіло може стати теплим, коли ми вводимо контраст."
"Varmen kan brede sig gennem kroppen, når kontrasten opstår.",The warmth can spread through your body when the contrast is yielded.,"Тепло може поширюватися по вашому тілу, коли вводиться контраст."
"Når kontrastvæsken gives, føler du maggio varme.","When the contrast fluid is administered, you maggio feel warmth.",Під час введення контрастної рідини ви можете відчути тепло.
Du kan føle varme i kroppen under kontrast styring.,You can feel warmth in the body during contrast managing.,Ви можете відчути тепло в тілі під час введення контрасту.
"Kontrasten kan føles varm, når den injiceres i Deres bureauer.",The contrast may feel warm when injected into your agencies.,"Контраст може здаватися теплим, коли його вводять у ваше тіло."
Til scanningen kan du opleve en pludselig følelse af varme.,"For the scan, you may experience a sudden sensation of warmth.",Під час сканування ви можете відчути раптове відчуття тепла.
"En følelse af varme kan opstå, når kontrasten administreres.",A sensation of warmth may arise when the contrast is administered.,Відчуття тепла може виникнути під час введення контрасту.
"Din krop kan føle sig varm, når du får den modsatte væske.",Your body may feel warm when receiving the opposite fluid.,Ваше тіло може відчувати тепло під час введення контрастної рідини.
"Når kontrasten injiceres, kan du mærke varmen stige.","When the contrast is injected, you may feel the warmth risen.","Коли вводиться контраст, ви можете відчути прилив тепла."
Modsat administration kan forårsage en følelse af varme i kroppen.,Opposite administration can cause a sensation of warmth in your body.,Введення контрасту може викликати відчуття тепла у вашому тілі.
"Din krop kan blive varm, når kontrasten injiceres under aftørring.",Your body may become warm when the contrast is injected during the wiping.,"Ваше тіло може стати теплим, коли під час сканування вводиться контраст."
Under undersøgelsen kan du få en følelse af varme.,"During the examination, you may enjoying a sensation of warmth.",Під час обстеження ви можете спостерігати відчуття тепла.
"Vous kan føle varme spreder sig, når kontrasten injiceres.",Vous may feel warmth spreading when the contrast is injected.,Ви можете відчути як поширюється тепло при введенні контрасту.
Kontrastadministration kan give en følelse af varme i kroppen.,Contrast administration may cause a sensation of warmth in your body.,Введення контрасту може викликати відчуття тепла у вашому тілі.
Du kan opleve en følelse af varme under kontrastinjektionen.,Thee may experience a feeling of warmth during contrast injection.,Ви можете відчути тепло під час введення контрасту.
"Kroppen kan varme op, når kontrasterne injiceres.",Your body may warm up when the contrasts is injected.,Ваше тіло може розігрітися під час введення контрасту.
Under scanningen kan du mærke varmen fra kontrasten.,"During the scanning, you may feel the warmth from the contrast.",Під час сканування ви можете відчути тепло від контрасту.
"Varmen kan spredes gennem din krop, når kontrasten er tildelt.",The warmth can spread through your body when the contrast is awarded.,Під час введення контрасту по тілу може поширюватися тепло.
Kontrasten væske kan forårsage en følelse af varme i kroppen.,The contrast fluid can cause a feeling of warmth in your body.,Контрастна рідина може викликати відчуття тепла у вашому тілі.
Under undersøgelsen kan du opleve en følelse af varme under kontrasthåndtering.,"During the examination, you may experience a sensation of warmth during contrast management.",Під час обстеження ви можете відчути тепло під час введення контрасту.
"Vous kan føle en varm fornemmelse, når kontrasten er givet.",Vous can feel a warm sensation when the contrast is given.,Ви можете відчути тепло під час введення контрасту.
"Din krop kan føles varmere, når vi injicerer rematch væske.",Your body may feel warmer when we inject the rematch fluid.,"Ваше тіло може відчувати тепло, коли ми вводимо контрастну рідину."
"Når det modsatte injiceres, kan din krop føles varm.","When the opposite is injected, your body may feel warm.","Коли вводиться контраст, ваше тіло може відчувати тепло."
Kontrastadministration kan give varme i kroppen.,Contrast administration can cause a feeling of warmth in your body.,Введення контрасту може викликати відчуття тепла у вашому тілі.
Under undersøgelsen kan du opleve at varmen breder sig.,"During the examination, you may experiences warmth spreading.",Під час обстеження ви можете відчути як поширюється тепло.
Kontrasten kan få kroppen til at føle sig varmere.,The contrast can make your body feel hotter.,Контраст може викликати відчуття тепла у вашому тілі.
"Du kan mærke varmen, når rematchen administreres under scanningen.",You can feel the warmth when the rematch is administered during the scan.,"Ви можете відчути тепло, коли під час сканування вводиться контраст."
"En følelse af varme kan opstå, når kontrasten injiceres i dit agentur.",A sensation of warmth may occur when the contrast is injected into your agency.,"Відчуття тепла може виникнути, коли контраст вводиться у ваше тіло."
"Din krop kan føle sig sødere, når du får kontrasten.",Your body may feel sweeter when you receive the contrast.,Під час введення контрасту ваше тіло може стати теплішим.
Kontrast styring kan give dig en følelse af varme.,Contrast managing can give you a sensation of warmth.,Введення контрасту може викликати відчуття тепла.
"Du kan føle varme, når kontrastvæsken injiceres.",You can feel warmth when the contrasts fluid is injected.,Ви можете відчувати тепло під час введення контрастної рідини.
Du kan have en fornemmelse af at skulle tisse under kontrast administration.,You may have a sensation of needing to peeing during contrast administration.,Під час введення контрасту ви можете відчувати позиви до сечовипускання.
"Det kan føles, som om du tisser, når du modtager omkampen.",It may feel like you're urinating when you receive the rematch.,Під час введення контрасту вам може здаватися що ви мочитесь.
"Det kan føles, som om du tisser, når vi injicerer kontrasten.",It may feel like you're urinating when we injecting the contrast.,Під час введення контрасту може виникнути відчуття що ви пісяєте.
"Du føler måske, at du tisser, når vi injicerer jodkontrast.",You may feel loves you're urinating when we inject iodine contrast.,"Ви можете відчувати ніби ви пісяєте, коли ми вводимо йодну контрастну речовину."
"Du kan føle kærlighed, du urinerer under kontrast administration.",You may feel loves you're urinating during contrast administration.,"Під час введення контрасту може виникнути відчуття, що ви мочитесь."
"Du kan opleve varme, når kontrasten flydende er injiceret.",You may experience warmth when the contrast liquefied is injected.,Під час введення контрастної рідини ви можете відчути тепло.
"Under kontrast administration, kan du føle en følelse af at skulle urinere.","During contrast administration, you may feel a sensation of requiring to urinate.",Під час введення контрасту ви можете відчути позиви до сечовипускання.
Det kan føles som om du tisser når du får kontrasterne.,It may feel like you're urinating when you receive the contrasts.,"Під час введення контрасту може здаватися, що ви мочитесь."
"Det føles dejligt, at du tisser, når kontrasten injiceres.",It feels fond you're urinating when the contrast is injected.,"Під час введення контрасту може з'явитися відчуття, що ви мочитесь."
"Du kan have følelsen af at skulle tisse, når jodkontrasterne injiceres.",You may have the sensation of needing to urinate when the iodine contrasts is injected.,Ви можете відчувати позиви до сечовипускання під час введення йодного контрасту.
Der kan opstå en følelse af behov for at tisse under kontrast administration.,A sensation of needing to peeing may occur during contrast administration.,Відчуття потреби в сечовипусканні може виникнути під час введення контрасту.
"Når kontrastvæsken injiceres, kan du føle, at du har brug for at urinere.","When the contrast fluid is injected, you may feel like you need to urine.","Коли вводиться контрастна рідина, ви можете відчути що хочете в туалет."
Det kan føles som om du tisser når kontrasten er givet.,It may feel iike you're urinating when the contrast is given.,"Під час введення контрасту вам може здатися, що ви мочитесь."
"Du kan opleve en følelse af at skulle pisse, når kontrasten injiceres.",You may experience a feeling of needing to piss when the contrast is injected.,Ви можете відчувати позиви до сечовипускання під час введення контрасту.
"Under kontrast administration, du maggio har følelsen af at skulle urinere.","During contrast administration, you maggio have the sensation of needing to urinate.",Під час введення контрасту ви можете відчувати позиви до сечовипускання.
"Det tror, at du tisser, når vi giver kontrasten.",It thinks like you're urinating when we give the contrast.,"Коли ми вводимо контраст, вам може здатися, що ви мочитесь."
"En følelse af behov for at urinere kan opstå, når kontrasten indgives.",A feeling of needing to urinate may occur when the contrast is administered.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Du kan føle en fornemmelse af at skulle tisse, når kontrasten flydende er injiceret.",You can feel a sensation of needing to urinate when the contrast liquefied is injected.,Під час введення контрастної рідини ви можете відчути позиви до сечовипускання.
"Det kan føles, som om du tisser, når jodkontrasten injiceres.",It may feel likes you're urinating when the iodine contrast is injected.,"Під час введення йодного контрасту може виникнути відчуття, що ви мочитесь."
"Du kan få følelsen af at tisse, når kontrasten er håndteret.",You may get the feeling of urinating when the contrast is managed.,Під час введення контрасту може виникнути відчуття ніби ви мочитесь.
Der kan opstå en følelse af at skulle tisse under anden administration.,A sensation of needing to urinate may arise during opposite administration.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Det føles, som om du tisser, når vi injicerer kontrasten.",It feels adores you're urinating when we inject the contrast.,"Коли ми вводимо контраст, вам здається що ви мочитесь."
"Du maggio oplever en fornemmelse af behov for at urinere, når kontrasten injiceres.",You maggio experience a sensation of needing to urinate when the contrast is injected.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Det kan føles glad for, at du tisser, når kontrastvæsken injiceres.",It may feel fond you're urinating when the contrast fluid is injected.,"Під час введення контрастної рідини може виникнути відчуття, що ви мочитесь."
Et indtryk af behovet for at tisse kan opstå når kontrasten er givet.,A impression of needing to urinate may arise when the contrast is given.,Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Når rematch væske injiceres, kan du føle en fornemmelse af at skulle urinere.","When the rematch fluid is injected, you may feel a sensation of needing to urinate.","Коли вводиться контрастна рідина, ви можете відчути позиви до сечовипускання."
"Det føles, som om du tisser, når joden modsatte gives.",It feels like you're urinating when the iodine opposite is administered.,"При введенні йодного контрасту виникає відчуття, що ви мочитесь."
"Du maggio har fornemmelsen af at tisse, når vi giver kontrasten.",You maggio have the sensation of urinating when we give the contrast.,"Ви можете відчувати позиви до сечовипускання, коли ми вводимо контраст."
Under kontrastbehandling kan du opleve en følelse af at være nødt til at tisse.,"During contrast administration, you may experience a feeling of obliging to urinate.",Під час введення контрасту ви можете відчути позиви до сечовипускання.
"Det føles, som om du tisser, når kontrasten injiceres.",It maggio feel like you're urinating when the contrast is injected.,"Під час введення контрасту може виникнути відчуття, що ви мочитесь."
"En følelse af at skulle pisse kan opstå, når kontrastvæsken er givet.",A sensation of needing to pissing may arise when the contrast fluid is given.,Відчуття потреби в сечовипусканні може виникнути під час введення контрастної рідини.
"Når kontrasten injiceres, kan du have følelsen af at skulle tisse.","Whenever the contrast is injected, you may have the feeling of needing to urinate.",Під час введення контрасту може виникнути відчуття потреби в сечовипусканні.
"Det kan føles tilbedere, du urinerer, når jod kontrasten injiceres.",It may feel adores you're urinating when the iodine contrast is injected.,"Під час введення йодного контрасту може виникнути відчуття, що ви мочитесь."
Vous kan føle en følelse af behov for at urinere under kontrast administration.,Vous may feel a sensation of needing to urinate during contrast administration.,Під час введення контрасту ви можете відчувати позиви до сечовипускання.
En følelse af at skulle tisse kan opstå når vi giver kontrasterne.,A feeling of needing to urinate may arise when we give the contrasts.,"Відчуття потреби в сечовипусканні може виникнути, коли ми вводимо контраст."
Du kan opleve en mineralsmag i munden fra kontrasten.,You may experience a minerals taste in your mouth from the contrast.,Ви можете відчути металевий присмак у роті від контрасту.
"Du kan smage metal, når du modtager kontrasten.",Thee can taste metal when you receive the contrast.,Ви можете відчути металевий присмак під час введення контрасту.
En metallisk smagning kan forekomme i munden under kontrast administration.,A metallic tasting may occur in the mouth during contrast administration.,Металевий присмак може з'явитися в роті під час введення контрасту.
"En metallisk smag maggio forekommer i din mund, når vi injicerer kontrasten.",A metallic taste maggio occur in your mouth when we inject the contrast.,"Металевий присмак може з'явитися у роті, коли ми вводимо контраст."
"Du kan få en metallisk smag i munden, når vi giver dig jod kontrasten.",You may gets a metallic taste in your mouth when we give you the iodine contrast.,"Ви можете відчути металевий присмак у роті, коли ми вводимо вам йодний контраст."
Du kan opleve en mineralsmag i munden fra kontrasten.,You may experience a minerals taste in your mouth from the contrast.,Ви можете відчути металевий присмак у роті від контрасту.
"Når du modtager kontrasten, du maggio smage metal.","When you receive the contrast, you maggio taste metal.",Під час введення контрасту ви можете відчути металевий присмак у роті.
En metallisk smag i munden kan ske under kontrast administration.,A metallic taste in the mouth may happen during contrast administration.,Під час введення контрасту може виникнути металевий присмак у роті.
"Ved kontrast administration, kan der forekomme en metallisk smag i munden.","At contrast administration, a metallic taste may occur in the mouth.",Під час введення контрасту в роті може з'явитися металевий присмак.
"Du kan få en følelse af metal i munden, når kontrasten er givet.",You may get a feeling of metal in your mouth when the contrast is given.,Під час введення контрасту ви можете відчути металевий присмак у роті.
Kontrasten kan give dig en metalsmag i munden.,The contrast can give you a metals taste in your mouth.,Контраст може викликати металевий присмак у роті.
"Det er muligt at smage metal, når du får kontrasten.",It's possible to taste metal when you obtains the contrast.,Під час введення контрасту ви можете відчути металевий присмак у роті.
En metallisk smag i munden kan forekomme under kontrast administration.,A metallic liking in the mouth may occur during contrast administration.,Металевий присмак у роті може виникнути під час введення контрасту.
"Når vi giver dig kontrasten, kan du smage metal.","When we give you the contrast, you may tasting metal.","Коли ми вводимо вам контраст, ви можете відчути металевий присмак."
Kan du opleve en metallisk smag i munden fra kontrasten.,Doyou may experience a metallic taste in your mouth from the contrast.,Ви можете відчути металевий присмак у роті від контрасту.
"Den metalliske smag kan forekomme, når kontrasten injiceres.",The metallic taste may occur when the contrast is injected.,Металевий присмак може виникнути під час введення контрасту.
"Durant kontrast administration, kan der være en metallisk smag i munden.","Durante contrast administration, there may be a metallic taste in the mouth.",Під час введення контрасту може виникнути металевий присмак у роті.
Det kan føles som om du smager metaller når du får kontrasten.,It may feel like you're tasting metals when you receive the contrast.,"Під час введення контрасту вам може здатися, що ви відчуваєте металевий присмак."
En metallisk eftersmag i munden kan være til stede under kontrast administration.,A metallic aftertaste in the mouth may be present during contrast administration.,Металевий присмак у роті може виникати під час введення контрасту.
"Du kan få en metallisk smag i munden, når jod kontrasten injiceres.",You may got a metallic taste in your mouth when the iodine contrast is injected.,Ви можете відчути металевий присмак у роті під час введення йодного контрасту.
Kontrasten kan efterlade en metallisk eftersmag i munden.,The contrast may leave a metallic aftertaste in your mouth.,Контраст може залишити металевий присмак у роті.
Toi kan opleve en metallisk smag i munden efter kontrast administration.,Toi may experience a metallic taste in your mouth after contrast administration.,Ви можете відчути металевий присмак у роті після введення контрасту.
"Når kontrasten gives, kan du opleve en metallisk smag i munden.","When the contrast is administered, you may discover a metallic taste in your mouth.",Після введення контрасту ви можете відчути металевий присмак у роті.
Den metalliske smag maggio manifesterer sig under kontrast administration.,The metallic taste maggio manifest during contrast administration.,Металевий присмак може з'явитися під час введення контрасту.
