danish,english,ukranian
Har du oplevet at patienter selv tager deres egne telefoner frem? ,Have you experienced patients taking out their own phones?,"Чи ви спостерігали, як пацієнти самі витягують свої власні телефони?"
"Det har jeg oplevet. Men hvis patienten selv gør det, så er der en grund til det. Så kan jeg ikke sige, pak den lige væk den der telefon. Det er sikkert også sådan, at de handler. Det er sådan, at de tager i kommunen. Det er den måde, patientens liv fungerer på. At de får det til at fungere ved at bruge den. Man kan også aflæse på deres ansigter, når jeg så indtaler ind i deres app på ukrainsk og så ser de det. Jeg spørger, har du pacemaker indopereret i dit hjerte? Så kommer det op på ukrainsk. Når de så læser det, så kan man se på deres ansigt ”No, no, no”. Så kan mærke, okay, du har forstået hvad jeg sagde!","I have experienced that. But if the patient does it themselves, there's a reason for it. Then I can't say, ""Put away that phone."" It's probably also how they operate. It's how they deal with things in their community. That's how the patient's life works. They make it work by using it. You can also see it on their faces when I record into their app in Ukrainian and then they see it. I ask, ""Do you have a pacemaker implanted in your heart?"" Then it comes up in Ukrainian. When they read it, you can see on their face, ""No, no, no."" You can tell, okay, you understood what I said!","Таке було. Але якщо пацієнт це робить самостійно, на то є причина. Я не можу сказати: ""Поклади телефон"". Ймовірно, вони так спілкуються. Це, те як вони вирішують речі в своїй спільноті. Це, як працює життя пацієнта. Так вони викручуються з ситуації. Видно на лиці, коли я записую питання в їх додаток українською мовою, і вони це бачать. Я запитую: ""У вас є кардіостимулятор встановлений у серці?"" Потім це з'являється українською мовою. Коли вони читають це, ви можете побачити на їхньому обличчі: ""Ні, ні, ні"". Ви відчуваєте, окей, ви зрозуміли, що я сказав!"
"Hvis der er sprogvanskeligheder, tager du så fat i en kollega, der måske kan oversætte? Eller måske en pårørende, der kan hjælpe? Og hvis det ikke virker, så finder man en ny tid med en tolk?","If there are language difficulties, do you reach out to a colleague who might be able to translate? Or perhaps a relative who can help? And if that doesn't work, do you schedule a new appointment with an interpreter?","Якщо виникають мовні складнощі, ви звертаєтеся до колеги, який може перекласти? Або можливо родича, який може допомогти? І якщо це не працює, ви назначаєте новий час з перекладачем?"
"Det er i hvert fald de værktøjer, vi har her.",Those are indeed the tools we have here.,"Це дійсно ті інструменти, якими ми користуємося тут."
"Så vi tager et lille sidespring til noget, der omhandler implementering af nye teknologier eller værktøjer eller metoder i røntgenafdelingen. Kan du beskrive hvilke stadier der er, når der skal implementere ny teknologi inden for dit arbejdsområde? ","So, let's take a little detour to something that concerns the implementation of new technologies, tools, or methods in the radiology department. Can you describe what stages there are when implementing new technology within your work area?","Тож ми трошки відхиляємося від теми та звертаємо увагу на впровадження нових технологій, інструментів або методів в рентгенологічному відділенні. Чи можете ви описати, які етапи існують при впровадженні нової технології в межах вашої робочої області?"
"Det kommer an på, hvad det er for en teknologi selvfølgelig. Er det noget, som gør radiografernes arbejde nemmere, så bliver det implementeret ret hurtigt! Er det noget, der giver værdi til afdeling? Er det noget, der giver værdi til patientbehandling eller patientkontakten? Jeg tror at den måde, de gør det på, det er ligesom den gamle PDSA (Plan, Do, Act, Study). Så prøver man noget, så aflyser man det, så holder man nogle møder og kigger: er det noget, der fungerer for os? Og så bliver det ligesom stille og roligt implementeret i vores arbejdsgang og inden for vores retningslinjer. Jeg ville ikke blive overrasket, hvis der om et par år var sådan en retningslinje, hvor der står, at hvis patienten ikke kan kommunikere på dansk eller engelsk, så skal man bruge dette dokument eller denne app, som ville være en godkendt oversættelsesapp. Hvis der bare fandtes sådan noget eller bare en database med sikkerhedsspørgsmål på alle sprog, hvor det er 100 % gennemgået af fagfolk også, så alle forstår dem. Patienterne forstår dem, Lægerne forstår dem, radiograferne forstår dem. Men det er der jo ikke rigtigt, og hver afdeling gør det lidt på deres egen måde. Man skal kunne se mening i det, før man sådan virkelig engageret i hvad der bliver implementeret. Det skal give værdi til os og værdi til patienten også.","It depends on what kind of technology it is, of course. If it's something that makes the radiographers' work easier, then it gets implemented quite quickly! If it adds value to the department, patient treatment, or patient interaction, it's considered. I think the way they do it is like the old PDSA (Plan, Do, Act, Study). So, they try something, then cancel it, hold some meetings, and look: is it something that works for us? And then it's gradually implemented into our workflow and within our guidelines. I wouldn't be surprised if in a couple of years, there's a guideline stating that if the patient can't communicate in Danish or English, you should use this document or this app, which would be an approved translation app. If only something like that existed, or just a database with security questions in all languages, thoroughly reviewed by professionals so everyone understands them—patients, doctors, radiographers. But that's not really the case, and each department does it in its own way. You need to see the meaning in it before you're really engaged in what's being implemented. It has to add value to us and to the patient as well.","Це залежить від того, яка це за технологія, звичайно. Якщо це щось, що полегшує роботу радіологів, то воно впроваджується досить швидко! Якщо це додає цінності відділу, лікуванню пацієнта чи взаємодії з пацієнтом, то це розглядається. Я думаю, що спосіб, яким вони це роблять, схожий на Цикл Демінга (модель безперервного поліпшення процесів: плануй, роби, перевіряй, впливай). Тому вони спробують щось, потім скасують це, проведуть деякі зустрічі і подивляться: чи це працює? І потім це поступово впроваджується в нашу робочу процедуру та в межах наших вказівок. Я б не був здивований, якби через кілька років була така вказівка, в якій стоїть, що якщо пацієнт не може спілкуватися данською або англійською мовами, ви повинні використовувати цей документ або цей додаток, який був би схвалений як додаток для перекладу. Якби тільки щось подібне існувало, або просто база даних з питань безпеки на всіх мовах, ретельно переглянута професіоналами, щоб всі їх розуміли - пацієнти, лікарі, радіологи. Але цього ще нема, і кожен відділ робить це по-своєму. Ви повинні бачити зміст у цьому перед тим, як дійсно залучитися до того, що впроваджується. Це має додавати цінності для нас і для пацієнта також."
"Hvad er det så? Har du så oplevet ting, som du ikke kan se mening i? Kan være presset på nogle tidspunkter, når man skal tilpasse sig og vænne sig til noget nyt?",What about you? Have you experienced things that you can't see the point in? Maybe feeling pressured at times when you have to adapt and get used to something new?,"А що з вами? Чи ви стикалися з речами, які вам незрозумілі? Можливо, ви відчуваєте тиск у деякі моменти, коли вам доводиться пристосовуватися та звикати до чогось нового?"
"Man er altid lidt presset, når man skal tilvænne sig noget nyt. Hvis jeg nu har gjort tingene på samme måde i 6 år og så kommer der pludseligt noget nyt, som jeg skal forholde mig til, så er det lidt svært. Vi mennesker jo er vane dyr. Så lige så snart at man har vænnet sig til noget, så bliver det ligesom bare en del af pakken. Ja. Men det er jo mig, det er ikke sikkert alle 175 radiografer på afdelinger har det på samme måde. Og så er det det med teknologi og deres forhold til teknologi. Nogle er bare teknologisk skarpere og hurtige til at vende sig til ting, og som samtidig er ret unge, og så er der de lidt ældre, der måske tænker, hvad fanden er det her for noget?","One always feels a bit pressured when adapting to something new. If I've been doing things the same way for 6 years and suddenly something new comes along that I have to deal with, it's a bit difficult. We humans are creatures of habit. So, as soon as we get used to something, it just becomes part of the package. Yes. But that's me; it's not necessarily the same for all 175 radiographers in the department. And then there's the issue of technology and people's relationship with it. Some are just more tech-savvy and quick to adapt, and they might also be younger, while there are the older ones who might be thinking, ""What on earth is this?""","Людина завжди відчуває певний тиск, коли пристосовується до чогось нового. Якщо я робив речі однаково протягом 6 років, і раптом щось нове з'являється, з чим я повинен мати справу, це трохи складно. Ми, люди, звірі звичаю. Так що, як тільки ми звикли до чогось, це стає рутіною. Так. Але це моя думка; це не обов'язково так само для всіх 175 радіографів у відділі. І тоді є питання технології та відношення людей до неї. Дехто більш технологічно підготовлений і швидко адаптується, і вони можуть також бути молодшими, тоді як є старші, які, можливо, думають: ""А що воно таке?"""
"Hjælper du så dem, som der er måske lidt sværere?",Do you then assist those who might find it a bit more difficult?,"Чи допомагаєте ви тим, хто може знайти це трохи складніше?"
Hvis de spørger?,If they ask?,Якщо вони просять допомоги?
"Hvis de spørger, ja. ","If they ask, yes.","Так, якщо вони просять допомоги."
"Hvis de spørger, så hjælper jeg. Men der er også noget der hedder fagligt stolthed, som de fleste har. Så de vil gerne selv prøve. Men hvis de spørger, så skal jeg nok give dem en hånd med det, hvis jeg kan finde ud af det selv.","If they ask, I help. But there's also something called professional pride, which most people have. So, they like to try on their own. But if they ask, I'll definitely lend them a hand with it, if I can figure it out myself.","Якщо вони запитають, я допомагаю. Але є ще таке поняття, як професійна гордість, яку має більшість людей. Тому вони люблять спробувати самостійно. Але якщо вони запитають, я обов'язково допоможу їм з цим, якщо я сам можу зрозуміти це."
"Er der eksempler på noget teknologi eller nye værktøjer, som der bliver indført, men som I så ikke rigtig tager i brug eller bliver modtaget ordentligt?",Are there examples of technologies or new tools that are introduced but aren't really utilized or received properly?,"Чи є приклади технологій або нових інструментів, які вводяться, але не дуже використовуються або не приймаються належним чином?"
"For et halvandet år siden tror jeg, så fik vi sådan et AI-system, der aflæser vores knæbilleder. Bare i dag, så spurgte jeg min kollega, hvordan var det lige med det der? Patienten skal først have taget røntgen på 2. sal, og så er der et eller andet AI-system, der aflæser billedet og fortæller om patienten skal i MR-scanneren, eller om de bare skal hjem? Men så spurgte jeg en læge, der sidder med det og spurgte hvem er det, der fortæller os, om den skal i MR-scanneren, er der en læge der ringer eller får vi en besked i systemet? Så sagde min kollega, det kan jeg sgu da ikke huske. Så ringede vi lige op til 2. sal og det var en nyansat kollega der svarede, og hun var sådan lidt, det ved jeg heller ikke. Det er jo noget, der blev implementeret for halvandet år siden. Det kan godt tage tid, men vi er ved at vænne os til det, kan man sige. Men kan man godt risikere at den nye AI-teknologi fader helt ud eller om det er dokumenteret, at det skal bruges et sted, så der kommer til en måde på, hvor folk begynder at bruge det.  Jeg tror lige nu, så er det en periode, hvor de bruger den, og så kigger de på data’en. Så står de og aflæser al det data og empiri, der kommer frem før de vælger om det er noget, som vi implementerer. Det er også derfor, at vi er i et sted, hvor vi spørger: Hvordan var det med den der? hvem var det, der gjorde hvad? og hvem sagde hvad til os?","About a year and a half ago, I think, we got this AI system that reads our knee X-rays. Just today, I asked my colleague, ""What about that?"" The patient has to have an X-ray taken on the second floor, and then there's some AI system that reads the image and tells whether the patient needs an MRI or can just go home. But then I asked a doctor who's involved with it, ""Who tells us whether the patient needs an MRI? Does a doctor call or do we get a message in the system?"" So, my colleague said, ""I really can't remember."" We called up to the second floor, and it was a newly hired colleague who answered, and she was like, ""I don't know either.” This is something that was implemented a year and a half ago. It can take time, but we're getting used to it, you could say. But is there a risk that the new AI technology will completely fade out, or is it documented that it should be used somewhere so that people start using it? I think right now, they're in a period where they're using it, and then they're looking at the data. So, they're interpreting all the data and empirical evidence that emerges before deciding whether it's something we should implement. That's also why we're in a situation where we're asking, ""What about that? Who did what? and who said what to us?","Близько півтора роки тому, я думаю, ми отримали таку систему штучного інтелекту, яка аналізує рентгеновські знімки колін. Сьогодні я саме запитав у свого колеги: ""Як щодо цього?"" Спершу пацієнт повинен зробити рентген на другому поверсі, а потім є якась система штучного інтелекту, яка аналізує знімок і визначає, чи потрібно пацієнту здійснити МРТ, чи він може просто поїхати додому. Але потім я запитав лікаря, який з цим працює: ""Хто повідомляє нам, чи потрібно пацієнту МРТ? Чи лікар телефонує, чи ми отримуємо повідомлення в системі?"" Так що мій колега сказав: ""Я дійсно не можу згадати"". Ми зателефонували на другий поверх, і там відповіла новозалучена колега, яка сказала: ""Я також не знаю"". Це щось, що було впроваджено півтора роки тому. Це може зайняти час, але ми поступово звикнемо до цього, можна сказати. Але чи є ризик того, що нова технологія штучного інтелекту зникне повністю, або чи є документація, що вона має бути використана де-небудь, щоб люди почали її використовувати? Я думаю, зараз вони в період, коли вони використовують її, і потім дивляться на дані. Так що вони інтерпретують всі дані та емпіричні докази, які виходять, перед тим як вирішити, чи це щось, що ми повинні впровадити. Тому ми знаходимося в ситуації, коли ми питаємо: ""Що з цим? Хто що робив? і хто що нам говорив?"""
"I forhold til det du siger, at lige pludselig så kan AI'en gå ind og påvirke rækkefølgen af, hvad personen skal først af undersøgelser og så videre. Er det også noget, som der måske godt kan virke lidt skræmmende, eller er det sådan en ting, som man bare bliver lidt overrasket over, at der ikke er den person, der står for det?","In relation to what you're saying, that suddenly AI can come in and influence the sequence of what procedures a person should undergo first and so on. Is that also something that might seem a bit scary, or is it just something that one might be a little surprised by, that there isn't a person in charge of it?","У зв'язку з тим, що ви говорите, що раптово штучний інтелект може втрутитися і вплинути на послідовність того, які процедури повинна спочатку пройти людина, і так далі. Чи не буде це лякати чи дивувати, що немає людини, яка керує цим процесом?"
"Ja, det er det lidt. Så længe det er en computer, så tror jeg at der går lidt tid, før vi føler os trygge ved det. Som menneske så er man sådan lidt, jeg kan godt se fordelen ved det og så sparer man bare en masse tid, for den laver jo egentlig nogle ok beskrivelser af de der knæ. Og det er jo kun én undersøgelse af knæ, og så bliver man sådan lidt, okay, så mange fejl kan man heller ikke lave på ved en knæundersøgelse.","Yes, it's a bit like that. As long as it's a computer, I think it will take some time before we feel comfortable with it. As humans, we're a bit like, I can see the advantage of it, and it just saves a lot of time because it actually provides some decent descriptions of those knees. And it's only one knee examination, so you start thinking, ""Okay, you can't really make that many mistakes in a knee examination.","Так, трохи. Це комп'ютер, і я думаю, що нам знадобиться трохи часу, щоб ми почувалися комфортно. Як люди, ми бачимо перевагу цього процесу, і це економить багато часу, оскільки він фактично надає досить гідних описів тих колін. І це лише одне обстеження коліна, тому ви починаєте думати, ""Добре, ви насправді не можна зробити так багато помилок в обстеженні коліна."
"I forhold til det der med den der teknologi, som man går ind og påvirker rækkefølgen. Hvis nu patienten har et spørgsmål til dig omkring det, kan det så blive ubehageligt? ","Regarding that technology where it influences the sequence, if a patient has a question about it, can it become uncomfortable?","Щодо цієї технології, де вона впливає на послідовність, якщо у пацієнта є питання про це, чи може це стати незручно?"
"Det er ubehageligt, for hvad siger man så? Altså hvis jeg skulle sige til patienten, at du skal bare tage hjem, men så siger patienten at lægen sagde der var en maskine som afgjorde at jeg skulle til MR-skanning. Hvorfor skal jeg ikke til MR alligevel? Så siger jeg til patienten, at det er AI, der har bestemt det. Så spørger patienten, er der en computer, der har bestemt det? Så kan jeg sige, at hvis du har nogle spørgsmål, så ring til din læge. Man ved jo ikke, hvad skal man sige, for det er så nyt at befolkningen ikke rigtig forstår det. Vi er også selv lidt nye i det. Hvordan vi måske giver svar tilbage, vores kommunikation tilbage til patienten, det hele kommer til at ændre sig, fordi AI kommer på et eller andet tidspunkt.","It's uncomfortable because what do you say then? If I were to tell the patient to just go home, but then the patient says the doctor said there was a machine that decided I needed an MRI scan. Why am I not going for an MRI after all? So I tell the patient that it's AI that determined it. Then the patient asks, ""Is there a computer that decided it?"" So I can say, ""If you have any questions, please call your doctor."" You just don't know what to say because it's so new that the public doesn't really understand it. We're also quite new to it. How we may give responses back, our communication back to the patient, everything will change because AI will come into play at some point.","Це незручно, оскільки що ж тоді кажеш? Якщо я скажу пацієнту просто йти додому, але потім пацієнт каже, що лікар сказав, що є машина, яка вирішила, що мені потрібна МРТ. Чому я все ж таки не йду на МРТ? Тому я кажу пацієнту, що це штучний інтелект вирішив це. Тоді пацієнт запитує: ""Чи є комп'ютер, який вирішив це?"" Тому я можу сказати: ""Якщо у вас є які-небудь питання, будь ласка, зателефонуйте своєму лікарю"". Ви просто не знаєте, що сказати, оскільки це так ново, що громадськість дійсно не розуміє це. Ми також досить нові у цьому. Як ми можемо відповідати, наша комунікація з пацієнтом, все зміниться, оскільки штучний інтелект візьме верх в певний момент."
"Oplever du tit sådan... Hvad skal man sige... Skepsis eller konservative holdninger ift. digitalisering? Jeg tænker både blandt kollegaer, men også blandt patienterne?",Do you often experience... What should I say... Skepticism or conservative attitudes towards digitization? I mean both among colleagues but also among patients?,"Часто ви спостерігаєте ... Що ж сказати ... Скептицизм або консервативні погляди на цифровізацію? Я маю на увазі як серед колег, так і серед пацієнтів?"
"Det er alder, som er en afgørende ting. Også hvor gammel din faggruppe er. Unge mennesker ift. Computere, de er jo ligesom vokset op sammen. Men for de ældre kan det godt ligge lidt langt væk fra dem, så det er svært for dem at forstå og sætte sig ind i det. Selv nogle af vores kollegaer, de er sådan lidt... Hvad sker der så med det her? I gamle dage gjorde vi det sådan og sådan, og vi kunne se det hele. Hvad med det her billede? Hvor ryger det hen? Og hvad sker der så? Så skal man til at forklare det og skære det ud i pap, og så bliver de sådan helt... Jeg tænker også at det er lidt synd. Nogle gange savner man det der gamle system med tavlene, hvor patienternes navne var på post-it’s. Vi har lige fået et nyt system for måneden. Vi har en RIS-PACS-system, hvor vi booker vores patienter. Jeg tror, de fleste unge fandt ret hurtigt ud af det, hvor de ældre kollegaer, de var sådan... Hvordan var det, jeg fandt patienten igen? Hvordan var det, hvis jeg skulle slette billedet? Og jeg var sådan lidt... Du højreklikker på billedet og trykker slet. Altså det er normalt for mig. Det er jo samme måde, man sletter billedet inde i Word og andre steder. Men for dem er det sådan helt... Det er jo den aldersforskel. Teknologi giver nogle udfordringer for visse grupper. Og sådan har det altid været, tror jeg. ","Age is a crucial factor. Also, the age of your professional group. Young people in relation to computers, they have grown up with them. But for the older ones, it can be a bit distant for them, so it's difficult for them to understand and get into it. Even some of our colleagues are like... What's going to happen with this? In the old days, we did it like this and that, and we could see everything. What about this image? Where does it go? And what happens then? So you have to explain it and break it down for them, and then they're like completely... I also think it's a bit sad. Sometimes you miss the old system with the boards where the patients' names were on post-its. We just got a new system last month. We have a RIS-PACS system where we book our patients. I think most young people figured it out pretty quickly, while the older colleagues were like... How did I find the patient again? How did I delete the image? And I was like... You right-click on the image and press delete. I mean, that's normal for me. It's the same way you delete an image in Word and other places. But for them, it's like completely... It's the age difference. Technology poses some challenges for certain groups. And that's how it's always been, I think.","Вік є важливим фактором. Також вік вашої професійної групи. Молоді люди виросли з ними. Але для старших може бути трохи віддаленим поняттям, тому що їм важко зрозуміти і вникнути в це. Навіть деякі наші колеги кажуть ... Що коїться? У старі часи ми робили це так і так, і могли бачити все. А що з цим зображенням? Куди воно йде? І що тоді станеться? Тому вам потрібно пояснити і розкласти для них, а потім вони як повністю ... Я також думаю, що це трохи сумно. Іноді вам не вистачає старої системи з дошками, де імена пацієнтів були на стікерах. Ми тільки минулого місяця отримали нову систему. У нас є система RIS-PACS, де ми бронюємо наших пацієнтів. Я думаю, що більшість молодих людей зрозуміли це досить швидко, в той час як старші колеги були як ... Як мені знайти пацієнта? Як я видалив зображення? І я кажу їм ... Ви натискаєте правою кнопкою миші на зображення і натискаєте видалити. Я маю на увазі, для мене це нормально. Це той самий спосіб, яким ви видаляєте зображення в Word та інших місцях. Але для них це повністю нове ... Це різниця в віці. Технологія поставляє деякі виклики для певних груп. І так було завжди, я думаю."
"Er der selv nogle processer i forhold til kommunikation med patienter, som du mener, vil være gavnlige at digitalisere eller forbedre?",Are there any processes related to communication with patients that you think would be beneficial to digitize or improve?,"Чи є які-небудь процеси, пов'язані з комунікацією з пацієнтами, які, на вашу думку, було б корисно цифровизувати або вдосконалити?"
"Jo, altså hvis der var det, som jeg sagde før. Hvis der var sådan en kommunikationsapp, der ville kunne oversætte sprog, se det ville være det mest luksus. For så behøver jeg ikke aflyse tider, og jeg behøver ikke at tænke på tolke. Det vil gøre det helt nemmere, både for mig og patienten. Men det er lidt sådan... Det kommer nok på et eller andet tidspunkt.","If there was such a communication app that could translate languages, that would be the ultimate luxury. Then I wouldn't need to cancel appointments, and I wouldn't have to worry about interpreters. It would make it so much easier, both for me and the patient. But it's kind of like... It will probably come at some point.","Так, якщо було те, що я сказав раніше. Якщо було такий додаток для комунікації, який міг би перекладати мови, це був би максимальний розкіш. Тоді мені не довелося б скасовувати зустрічі, і мені не довелося б перейматися перекладачами. Це зробило б все набагато простіше, як для мене, так і для пацієнта. Але це трошки так... Це, швидше за все, з'явиться на якомусь етапі."
"Er der nogen af de redskaber, som du bruger i en normal undersøgelse, som du vil synes ville være oplagte at digitalisere? Eller om du måske synes der er noget, som ville være ligegyldigt at digitalisere? ",Are there any of the tools you use in a normal examination that you think would be obvious to digitize? Or perhaps you think there's something that would be pointless to digitize?,"Чи є які-небудь інструменти, які ви використовуєте в звичайному обстеженні, які, на вашу думку, було б очевидно цифровизувати? Або можливо, ви вважаєте, що є щось, що було б безглуздям цифровизувати?"
"Det kommer jo an fra patienten. Du har to mennesker her, de skal måske udspørge på samme måde. Det afhænger af hvad deres henvisning siger, eller hvad de skal undersøges for. Hvis man bare skal have skannet sit knæ, fordi man har spillet fodbold. Eller hvis man skal komme og blive skannet, fordi de har fundet en knude i nakken. De to mennesker, der kommer med vidt forskellige ting, hvor den ene er pisse nervøs og den anden tænker, det bare er menisken de skal kigge på. Måden, som jeg kommunikerer til de to patienter på, er vidt forskellig. Og det er derfor, hvis man laver en standardiseret digitalisering af den kommunikation, så bliver det svært at møde alle patienter der, hvor de er. Især når man kan være så forskellig emotionelt. Folk er forskellige steder. Så hvordan skal man digitalisere det?","t depends on the patient. You have two people here, they may need to be questioned in the same way. It depends on what their referral says or what they are being examined for. If someone just needs their knee scanned because they've been playing soccer. Or if they need to come in for a scan because they found a lump in their neck. The two people who come with vastly different concerns, where one is extremely nervous and the other thinks it's just their meniscus they're looking at. The way I communicate with the two patients is vastly different. And that's why, if you create a standardized digitalization of that communication, it becomes difficult to meet all patients where they are. Especially when they can be so emotionally different. People are in different places emotionally. So how do you digitize that?","Це залежить від пацієнта. Тут двоє людей, можливо, їх потрібно допитати однаковим чином. Це залежить від того, що говорить їх направлення або за що їх обстежують. Якщо хтось просто потребує сканування коліна через те, що вони грали у футбол. Або якщо вони повинні прийти на сканування через те, що вони знайшли кулю в шиї. Два людини, які приходять з абсолютно різними проблемами, де один дуже нервовий, а інший думає, що це просто їх мениск. Спосіб, яким я спілкуюся з двома пацієнтами, дуже відрізняється. І тому, якщо ви створите стандартизовану цифровизацію цієї комунікації, стане складно зустріти всіх пацієнтів там, де вони є. Особливо коли вони можуть бути такими емоційно різними. Люди емоційно в різних місцях. Так як це цифровизувати?"
"Er der nogen instruktioner i udspørgen til en patient, der kan digitaliseres eller er det lidt det samme, at det er en menneskelig ting, som man ikke kan putte i en maskine? ","Are there any instructions in questioning a patient that can be digitized, or is it more of a human thing that can't be put into a machine?","Чи є які-небудь інструкції в запитанні пацієнта, які можна цифровизувати, чи це більше людська річ, яку не можна покласти в машину?"
"Altså der er jo for eksempel noget, som jeg skal spørge om i MR. Så har jeg mine standardspørgsmål med, for eksempel har du metal i hovedet, ørene, munden? Så starter jeg fra top og til tå. Har du metal i hjertet? Nej. Har du metal indopereret i maven? Nej. Kunstige hofte eller knæ? Nej. Har du arbejde med svejsning? Nej. Det kan godt være, at man kan oversætte på flere forskellige sprog, så jeg kan vise patienten sådan noget skrift på en iPad, og hvis de forstår det, så kan jeg trykke på spørgsmålet, og så kommer der et billede af en pacemaker op, hjerte med noget metal eller stent osv. Men det andet med klaustrofobi og hvordan vi skal kommunikere med klaustrofobiske eller syge patienter, det er lidt svært at digitalisere og udarbejde sådan en standard, fordi der er ikke to mennesker, der er ens. Selv to radiografer, der har samme uddannelse, samme faggruppe, kan jo være to vidt forskellige mennesker når de snakker. Og det er sådan lidt med patienterne også. På den måde kan det blive en udfordring.","Well, there are, for example, things that I need to ask about in MRI. So I have my standard questions, for example, do you have metal in your head, ears, mouth? Then I start from top to toe. Do you have metal in your heart? No. Do you have metal implanted in your abdomen? No. Artificial hip or knee? No. Do you work with welding? No. It may be possible to translate into several different languages, so I can show the patient such text on an iPad, and if they understand it, I can press on the question, and then a picture of a pacemaker, heart with some metal, or stent, etc., appears. But the other thing with claustrophobia and how we should communicate with claustrophobic or sick patients, it's a bit difficult to digitize and develop such a standard because no two people are the same. Even two radiographers, with the same education, the same professional group, can be two very different people when they talk. And it's a bit like that with patients too. In that way, it can become a challenge.","Наприклад, є речі, про які мені потрібно запитати перед процедурою МРТ. Тому я маю свої стандартні питання, наприклад, чи є у вас метал у голові, вухах, в роті? Потім я починаю зверху донизу. Чи є у вас метал у серці? Ні. Чи є у вас метал, встановлений у черевній порожнині? Ні. Штучна тазова або колінна частина? Ні. Чи працюєте ви з зварюванням? Ні. Можливо, це можна перекласти на кілька різних мов, тому я можу показати пацієнту такий текст на iPad, і якщо вони розуміють, я можу натиснути на питання, і тоді з'являється зображення кардіостимулятора, серця з якимось металом або стенту і т. Д. Але інше діло з пацієнтами з клаустрофобією та тим, як ми повинні спілкуватися з хворими пацієнтами, це трохи складно для цифровізації та розробки такого стандарту, оскільки немає двох однакових людей. Навіть два рентгенологи, з однаковою освітою, в однаковій професійній групі, можуть бути двома дуже різними людьми, коли вони розмовляють. І так само воно з пацієнтами. З цього боку це може стати проблемою."
"Det jeg kan forstå ift. dig, det er i hvert fald, du vil helst ikke bruge din mobil ift. signalværden og at du ikke stoler på, at den kan oversætte det medicinske fagsprog ordentligt? ","What I understand from you, at least, is that you prefer not to use your mobile phone regarding the signal value and that you do not trust that it can translate medical jargon properly?","Як я розумію, ви не любите використовувати мобільний телефон у комунікації з пацієнтами і не довіряєте йому з перекладом медицинських термінів?"
"Præcis. Jeg er heller ikke sikker på, at patienten forstår det. Selvom jeg har oversættet det til deres sprog, så kan jeg jo ikke russisk. Så når jeg trykker på den der knap, hvor den læser op for patienten, så har jeg ingen idé om hvad der bliver sagt. Og det er jo mig, der står med ansvaret, hvis der sker noget. Så bliver det sådan lidt, skal jeg tage chancen, eller skal jeg bestille ny tid med tolk? Så er det der hvor jeg vurderer deres kropssprog. Hvis de stadig har det der blanke udtryk efter vi har snakket, så er jeg sådan lidt ”vi venter med dig mester”. Men hvis de er sådan ”no, no, nothing, nothing”, så er jeg sådan, okay! Kom bare, bro. Du virker ret stensikker på, at du ikke har noget. Og så giver jeg dem jo alarmbolden og siger til dem: Hvis du mærker det mindste, så tryk på alarmbolden, så stopper jeg lortet med det samme. Så er det ligesom en tryghed for dem også. Det er svært, det er jo en vurdering jeg skal tage så. Så ligger den på min kappe. ","Exactly. I'm also not sure if the patient understands it. Even though I've translated it into their language, I don't speak Russian. So when I press that button, where it reads out for the patient, I have no idea what is being said. And it's me who's responsible if something happens. So it's like, should I take the chance, or should I schedule a new appointment with an interpreter? That's when I assess their body language. If they still have that blank expression after we've talked, then I'm like, ""let's wait with you, buddy."" But if they're like, ""no, no, nothing, nothing,"" then I'm like, ""okay! Come on, bro. You seem pretty confident that you're fine."" And then I give them the panic button and tell them, ""If you feel anything, just press the panic button, and I'll stop everything immediately."" So it's also a reassurance for them. It's difficult, it's a judgment call I have to make. So, the responsibility lies with me."," Точно. Я також не впевнений, чи розуміє пацієнт це. Навіть якщо я переклав це на їхню мову, я не говорю російською. Тому коли я натискаю на ту кнопку, де вона читає для пацієнта, я не маю ніякого уявлення, що сказано. І це я, хто відповідає, якщо щось станеться. Так що це якось, чи я повинен ризикувати, чи повинен я призначити новий прийом з перекладачем? Тоді я оцінюю їх мову тіла. Якщо вони все ще мають той порожній вираз після нашої розмови, тоді я, як ""почекаємо з вами, друже"". Але якщо вони такі: ""ні, ні, нічого, нічого"", тоді я, як ""добре! Давай, чуваче. Тобі здається, що ти досить впевнений, що ти в порядку."" І тоді я даю їм панічну кнопку і говорю: ""Якщо ви відчуваєте щось, просто натисніть на панічну кнопку, і я все припиню негайно."" Так що це також їхня впевненість. Це складно, це рішення, яке я повинен прийняти. Так що, відповідальність лежить на мені"
"Kan du uddybe lidt det med, at det det er dit ansvar? Lad os sige, når du bruger en app som Google Translate, så er det jo dit eget valg at bruge den?","Can you elaborate a bit on the fact that it's your responsibility? Let's say when you use an app like Google Translate, it's your own choice to use it, right?","Давайте поговоримо про те, що є вашою відповідальністю. Скажімо, коли ви використовуєте Google Translate, це ваш особистий вибір?"
