danish,english,ukranian
Hvilken andel af klaustrofobiske og psykiatriske patienter udgør?,What proportion claustrophobic and psychiatric patients constitute ?,Який відсоток становлять пацієнти з клаустрофобією та психіатричні пацієнти?
"Nogle. Vi har en psykiatrisk afdeling på Bispebjerg og Frederiksberg, så vi har en masse psykiatriske patienter. Nogle mennesker ved, at de har klaustrofobi. Andre kun finde ud af, når jeg sætter dem i. Så jeg spørger dem, har du klaustrofobi? Nej. de sætter alt det på, så jeg kører dem i, og så begynder de at skrige og råbe, bliver svedige og kvalmende. Og så spørger jeg dem igen, fik du klaustrofobi? Nej, jeg har aldrig følt dette før. Og så er jeg ligesom, du sandsynligvis har klaustrofobi.","Some . We have a psychiatric department at Bispebjerg and Frederiksberg , so we have a lot of psychiatric patients . Some people know they have claustrophobia . Others only find out when I put them in . So I ask them , do you have claustrophobia ? No . they put all that on , then I drive them in , and then they start screaming and shouting , becoming sweaty and nauseous . And then I ask them again , did you get claustrophobia ? No , I 've never felt this before . And then I 'm like , you probably have claustrophobia .","Певний відсоток. У нас є психіатричне відділення у Біспеберзі та Фредеріксберзі, тому у нас багато психіатричних пацієнтів. Деякі люди знають, що вони мають клаустрофобію. Інші дізнаються лише тоді, коли я їх везу. Тому я питаю їх: ""У вас є клаустрофобія?"" Ні. Тоді вони надівають все це, я їх везу, і тоді вони починають кричати і верещати, потіти і відчувати нудоту. І тоді я знову їх питаю: ""Відчуваєте клаустрофобію?"" Ні, я ніколи цього раніше не відчував. І тоді я кажу: ""Мабуть, у вас є клаустрофобія""."
"Når der er kommunikationsbarriere med patienterne, er der nogen standard løsninger eller værktøjer, som du bruger? Dette kunne omfatte både interne eller eksterne tolke, nogle apps, eller andre værktøjer?","When there is communication barrier with the patients , are there any standard solutions or tools that you use ? This could include both internal or external interpreters , some apps , or other tools ?","Коли є комунікаційна бар'єра з пацієнтами, чи є які-небудь стандартні рішення або інструменти, які ви використовуєте? Це може включати як внутрішні, так і зовнішні перекладачі, деякі додатки або інші інструменти?"
"Vi har folk ansat fra alle mulige steder i verden, så hvis der er en kollega, der taler samme sprog som patient, det's nemmeste at få kolleger til at fortolke, fordi de stadig har en forståelse af, hvad en MRI-scanning eller en røntgenundersøgelse indebærer. Nogle gange er der pårørende til stede, og der kan være børn oversætte for deres forældre. Vi bruger dem også. Nogle gange patient kender lidt dansk, lidt engelsk, og så du blander tingene lidt op, og de forstår, hvad jeg mener. Nogle gange undersøgelse er også annulleret, hvis det's helt håbløse, og så bestiller vi en tolk. Men selvfølgelig, du helst ønsker at udføre undersøgelse af hensyn til patienten, så de kan diagnosticeres og behandles yderligere. Men vi har ikke nogen apps og sådanne. Du kan bruge Google Translate, etc., men personligt, jeg ikke bruge det ofte. Med de fleste patienter, kan du styre med en smule brudt sprog.","We have people employed from all sorts of places in world , so if there is a colleague who speaks same language as patient , it 's easiest to get colleagues to interpret because they still have an understanding of what an MRI scan or any X-ray examination entails . Sometimes there are relatives present , and there may be children translating for their parents . We also use them . Sometimes patient knows a little Danish , a little English , and then you mix things up a bit , and they understand what I mean . Sometimes examination is also canceled if it 's completely hopeless , and then we order an interpreter . But of course , you preferably want to carry out examination for sake of patient so they can be diagnosed and treated further . But we do n't have any apps and such . You can use Google Translate , etc. , but personally , I do n't use it that often . With most patients , you can manage with a bit of broken language .","У нас працюють люди з найрізноманітніших країн світу, тому якщо є колега, який володіє тією ж мовою, що й пацієнт, найлегше звернутися до колег для перекладу, оскільки вони все ж таки розуміють, що означає МРТ або будь-яке рентгенівське дослідження. Іноді присутні родичі, і можуть бути діти, що перекладають для батьків. Ми також використовуємо їх. Іноді пацієнт володіє трохи датською, трохи англійською, і тоді трохи переплутується, але вони розуміють, що я маю на увазі. Іноді дослідження також скасовуються, якщо це абсолютно безнадійно, і тоді ми замовляємо перекладача. Але звичайно, ми переважно хочемо провести дослідження на користь пацієнта, щоб його можна було діагностувати і лікувати далі. Але у нас немає жодних додатків і подібного. Можна використовувати Google Translate тощо, але особисто я не використовую це так часто. З більшістю пацієнтів можна впоратися за допомогою трохи перекрученої мови."
Er der en grund til ikke at bruge Google Translate?,Is there a reason why do n't use Google Translate ?,"Чи є причина, чому ви не використовуєте Google Translate?"
"Det føles lidt mærkeligt at stå der med en telefon foran en patient. Hvis det havde været en iPad fra arbejde, det ville ikke have følt sig som mærkeligt og måske mere professionel. Forestil hvis der var en Instagram besked kom igennem. Her kommer en Tinder besked! Så siger jeg til patienten,! Bare et øjeblik, behøver at svare rigtig hurtigt! Men hvis der var en telefon specielt bruges til oversættelse, en der kendte alle de medicinske termer og alle sprog. Det er også problemet, at Google Translate can't forstå medicinske termer. Et andet problem er, hvis jeg siger noget på dansk. Jeg er ikke sikker på, hvad hvad der kommer op i Urdu, arabisk, eller afghansk er det altid. Det er. Dun't ved ikke, om du kan stole på det. Vi've haft en periode med en masse ukrainsk patienter. Et andet problem er, hvis jeg siger noget på dansk. Hvis du ikke taler engelsk eller dansk. Og hvad du så siger. Og hvad de bliver det mest. Det er. Det er det. Det er det. Det er det. Det er det. Det er det. Det er det. Det er det. Det er ikke enten ikke har en anden måde. Det er en anden måde. Det har en anden måde. Det har en anden måde. Det siger. Det. Det siger. Det er. Det er. Det. Det er. Det. Det. Det. Det. Det. Det. Det er. Det er. Det så ikke '. Det så ikke'Det er ikke'Det så ikke'Det er så ikke'Det så ikke'Men'Men'Men'Men'Men'Men'Men'Men'Men'Men'Men'Men'Men'Det'Men'Det'Men'Men'Men'Men'Det'Men'Det'Det'Det'Det'Det'Det'Det'Det'Det'Det'Men'Det'jeg'Men 'er'jeg 'er'jeg ikke'jeg ikke 'er 'er 'er 'er 'er 'er'Men'Men'Men 'er 'er 'er'Men'Men 'er '","I 'm not sure . Maybe it 's just me being a bit old school . It feels a bit strange to stand there with a phone in front of a patient . If it had been an iPad from work , it would n't have felt as strange and maybe more professional . Imagine if an Instagram message came through . Here comes a Tinder message ! Then I say to the patient , `` Just a moment , need to reply real quick ! But if there was a phone specifically used for translation , one that knew all the medical terms and all languages . It 's also the issue that Google Translate ca n't understand medical terms . Another problem is if I say something in Danish . I 'm not sure if what comes up in Urdu , Arabic , or Afghan is always ... You n't know if you can trust it . We 've had a period with a lot of Ukrainian patients , and they ca n't speak English or Danish . And what you then ? They n't have an interpreter either . So sometimes I 've used it . But I 'm not a fan because I n't know what it says . Most patients just say yes because they want the examination . So there 's also the signaling value in taking out your own phone . It 's not necessarily comfortable or feels professional . If they n't fully understand you , they become nervous and scared and think : Do you actually know what you 're doing ? You n't know what experiences people have from other countries and how their culture and the way of being in a hospital is . It varies from country to country . Hospital culture varies from country to country . How people work and how you are , etc . So it 's also ... It 's difficult . But if there was such an app or iPad , that would be brilliant . The world is becoming more multicultural .","не впевнений. Можливо, це просто те, що я трохи старомодний. Відчувається дещо дивно стояти з телефоном перед пацієнтом. Якби це була iPad з роботи, то це було б менш дивно і, можливо, більш професійно. Подумайте, якби прийшло повідомлення в Instagram. Ось іде повідомлення в Tinder! Тоді я говорю пацієнту: ""Щойно відповім, трохи зачекайте!"" Але якщо був би телефон, спеціально призначений для перекладу, який знав би всі медичні терміни і всі мови. Тут також проблема в тому, що Google Translate не може розуміти медичні терміни. Ще одна проблема - якщо я говорю щось по-данськи. Я не впевнений, чи те, що з'являється урду, арабською або афганською мовами, завжди ... Ви не знаєте, чи можна йому довіряти. У нас був період з великою кількістю українських пацієнтів, і вони не можуть розмовляти англійською або данською мовами. І що тоді робити? Вони також не мають перекладача. Так що іноді я використовував це. Але я не фанат, тому що я не знаю, що він говорить. Більшість пацієнтів просто кажуть так, тому що вони хочуть проходити обстеження. Так що тут також є сигнальна цінність у витягненні свого власного телефону. Це не обов'язково зручно або виглядає професійно. Якщо вони вас не повністю розуміють, вони стають нервовими і напуганими і думають: А ви насправді знаєте, що робите? Ви не знаєте, які у людей досвіди з інших країн і яка їх культура та спосіб перебування у лікарні. Це відрізняється від країни до країни. Культура лікарень відрізняється від країни до країни. Як люди працюють і як ви, і таке інше. Так що це також ... Це важко. Але якщо був би такий додаток або iPad, це було б чудово. Світ стає більш багатокультурним."
Har erfarne patienter tage deres egne telefoner?,Have experienced patients taking out their own phones ?,"Чи ви спостерігали, як пацієнти самі витягують свої власні телефони?"
"Jeg har oplevet det. Men hvis patienten gør det selv, der 'er en grund til det. Så kan jeg ikke sige, 'Sætte væk telefonen. '"" Det's sandsynligvis også hvordan de opererer. Det's hvordan de behandler tingene i deres samfund. Det's hvordan patienten's liv fungerer. De gør det arbejde ved at bruge det. Du kan også se det deres ansigter, når jeg optager ind i deres app på ukrainsk, og så de ser det. Jeg spørger, 'Spørger du har en pacemaker implanteret i dit hjerte? 'Så kommer det op på ukrainsk. Når de læser det, kan du se deres ansigt, 'Nej, nej, '"" Du kan fortælle, okay, du forstod hvad jeg sagde!","I have experienced that . But if the patient does it themselves , there 's a reason for it . Then I ca n't say , `` Put away that phone . '' It 's probably also how they operate . It 's how they deal with things in their community . That 's how the patient 's life works . They make it work by using it . You can also see it their faces when I record into their app in Ukrainian and then they see it . I ask , `` Do you have a pacemaker implanted in your heart ? '' Then it comes up in Ukrainian . When they read it , you can see their face , `` No , no , no . '' You can tell , okay , you understood what I said !","Таке було. Але якщо пацієнт це робить самостійно, на то є причина. Я не можу сказати: ""Поклади телефон"". Ймовірно, вони так спілкуються. Це, те як вони вирішують речі в своїй спільноті. Це, як працює життя пацієнта. Так вони викручуються з ситуації. Видно на лиці, коли я записую питання в їх додаток українською мовою, і вони це бачать. Я запитую: ""У вас є кардіостимулятор встановлений у серці?"" Потім це з'являється українською мовою. Коли вони читають це, ви можете побачити на їхньому обличчі: ""Ні, ні, ні"". Ви відчуваєте, окей, ви зрозуміли, що я сказав!"
"Hvis der er sproglige vanskeligheder, har du nå ud til en kollega, der kan være i stand til at oversætte? Eller måske en slægtning, der kan hjælpe? hvis det ikke virker, planlægger du en ny aftale med en tolk?","If there are language difficulties , do you reach out to a colleague who might be able to translate ? Or perhaps a relative who can help ? if that does n't work , do you schedule a new appointment with an interpreter ?","Якщо виникають мовні складнощі, ви звертаєтеся до колеги, який може перекласти? Або можливо родича, який може допомогти? І якщо це не працює, ви назначаєте новий час з перекладачем?"
"Det er virkelig de værktøjer, vi har.",Those are indeed the tools we have .,"Це дійсно ті інструменти, якими ми користуємося тут."
"Så lad os tage en lille omvej til noget, der vedrører gennemførelsen af nye teknologier, værktøjer, eller metoder radiologi afdeling. Kan du beskrive, hvilke faser der er, når du implementerer ny teknologi inden for dit arbejdsområde?","So , let 's take a little detour to something that concerns the implementation of new technologies , tools , or methods the radiology department . Can you describe what stages there are when implementing new technology within your work area ?","Тож ми трошки відхиляємося від теми та звертаємо увагу на впровадження нових технологій, інструментів або методів в рентгенологічному відділенні. Чи можете ви описати, які етапи існують при впровадженні нової технології в межах вашої робочої області?"
"Det afhænger af, hvilken form for teknologi det er, selvfølgelig. Hvis det's noget gør radiografikere' arbejde lettere, så det bliver gennemført ganske hurtigt! Hvis det tilføjer værdi til afdelingen, patientbehandling, eller patient interaktion, det's betragtes. Jeg tror den måde, de gør det er som den gamle PDSA (plan, Do, Act, Study). Så, de forsøger noget, så annullere det, holde nogle møder, og se: er det noget virker for os? Og så er det gradvist implementeret i vores arbejdsgang og inden for vores retningslinjer. Jeg ville ikke blive overrasket, hvis i et par år, der's en retningslinje om, hvis patienten kann't kommunikere på dansk eller engelsk, du bør bruge dette dokument eller denne app, som ville være en godkendt oversættelse app. Hvis kun noget lignende eksisterede, eller bare en database med sikkerhedsspørgsmål på alle sprog, grundigt gennemgået af fagfolk så alle forstår amter, læger '.","It depends on what kind of technology it is , of course . If it 's something makes the radiographers ' work easier , then it gets implemented quite quickly ! If it adds value to the department , patient treatment , or patient interaction , it 's considered . I think the way they do it is like the old PDSA ( Plan , Do , Act , Study ) . So , they try something , then cancel it , hold some meetings , and look : is it something works for us ? And then it 's gradually implemented into our workflow and within our guidelines . I would n't be surprised if in a couple of years , there 's a guideline stating if the patient ca n't communicate in Danish or English , you should use this document or this app , which would be an approved translation app . If only something like existed , or just a database with security questions in all languages , thoroughly reviewed by professionals so everyone understands them—patients , doctors , radiographers . But 's not really the case , and each department does it in its own way . You need to see the meaning in it before you 're really engaged in what 's being implemented . It has to add value to us and to the patient as well .","Це залежить від того, яка це за технологія, звичайно. Якщо це щось, що полегшує роботу радіологів, то воно впроваджується досить швидко! Якщо це додає цінності відділу, лікуванню пацієнта чи взаємодії з пацієнтом, то це розглядається. Я думаю, що спосіб, яким вони це роблять, схожий на Цикл Демінга (модель безперервного поліпшення процесів: плануй, роби, перевіряй, впливай). Тому вони спробують щось, потім скасують це, проведуть деякі зустрічі і подивляться: чи це працює? І потім це поступово впроваджується в нашу робочу процедуру та в межах наших вказівок. Я б не був здивований, якби через кілька років була така вказівка, в якій стоїть, що якщо пацієнт не може спілкуватися данською або англійською мовами, ви повинні використовувати цей документ або цей додаток, який був би схвалений як додаток для перекладу. Якби тільки щось подібне існувало, або просто база даних з питань безпеки на всіх мовах, ретельно переглянута професіоналами, щоб всі їх розуміли - пацієнти, лікарі, радіологи. Але цього ще нема, і кожен відділ робить це по-своєму. Ви повинні бачити зміст у цьому перед тим, як дійсно залучитися до того, що впроваджується. Це має додавати цінності для нас і для пацієнта також."
"Hvad med dig? Har du oplevet ting, som du ikke kan se pointen i? Måske føler dig presset gange, når du er nødt til at tilpasse sig og vænne sig til noget nyt?",What about you ? Have you experienced things that you ca n't see the point in ? Maybe feeling pressured times when you have to adapt and get used to something new ?,"А що з вами? Чи ви стикалися з речами, які вам незрозумілі? Можливо, ви відчуваєте тиск у деякі моменти, коли вам доводиться пристосовуватися та звикати до чогось нового?"
"Man føler sig altid en smule presset, når man tilpasser sig noget nyt. Hvis jeg 'har gjort tingene på samme måde i 6 år og pludselig noget nyt kommer sammen, at jeg er nødt til at beskæftige sig med, det's en smule svært. Vi mennesker skabninger af vane. Så, så snart vi vænner sig til noget, det bliver bare en del af pakken. Ja. Men det's mig; det 'er ikke nødvendigvis det samme for alle 175 radiografikere i afdelingen. Og så er der's spørgsmålet om teknologi og folk's forhold til det. Nogle bare mere tech-kyndige og hurtig at tilpasse, og de kan også være yngre, mens der de ældre, der kan tænke, Hvad i alverden er dette? '""","One always feels a bit pressured when adapting to something new . If I 've been doing things the same way for 6 years and suddenly something new comes along that I have to deal with , it 's a bit difficult . We humans creatures of habit . So , as soon as we get used to something , it just becomes part of the package . Yes . But that 's me ; it 's not necessarily the same for all 175 radiographers in the department . And then there 's the issue of technology and people 's relationship with it . Some just more tech-savvy and quick to adapt , and they might also be younger , while there the older ones who might be thinking , `` What on earth is this ? ''","Людина завжди відчуває певний тиск, коли пристосовується до чогось нового. Якщо я робив речі однаково протягом 6 років, і раптом щось нове з'являється, з чим я повинен мати справу, це трохи складно. Ми, люди, звірі звичаю. Так що, як тільки ми звикли до чогось, це стає рутіною. Так. Але це моя думка; це не обов'язково так само для всіх 175 радіографів у відділі. І тоді є питання технології та відношення людей до неї. Дехто більш технологічно підготовлений і швидко адаптується, і вони можуть також бути молодшими, тоді як є старші, які, можливо, думають: ""А що воно таке?"""
"Hjælper du så dem, der kan finde det lidt vanskeligere?",Do you then assist those who might find it bit more difficult ?,"Чи допомагаєте ви тим, хто може знайти це трохи складніше?"
spørger de?,they ask ?,Якщо вони просять допомоги?
"Hvis du spørger, ja.","If ask , yes .","Так, якщо вони просять допомоги."
"Hvis de spørger, jeg hjælpe. Men der er også noget kaldet professionel stolthed, som de fleste mennesker har. Så, de kan lide at prøve på egen hånd. Men hvis de spørger, Jeg vil helt sikkert give dem en hånd det, hvis jeg kan finde ud af det selv.","If they ask , I help . But there 's also something called professional pride , which most people have . So , they like to try on their own . But if they ask , I 'll definitely lend them a hand it , if I can figure it out myself .","Якщо вони запитають, я допомагаю. Але є ще таке поняття, як професійна гордість, яку має більшість людей. Тому вони люблять спробувати самостійно. Але якщо вони запитають, я обов'язково допоможу їм з цим, якщо я сам можу зрозуміти це."
"Er eksempler på teknologier eller nye værktøjer, der er indført, men er ikke virkelig udnyttet eller modtaget korrekt?",Are examples of technologies or new tools that are introduced but are n't really utilized or received properly ?,"Чи є приклади технологій або нових інструментів, які вводяться, але не дуже використовуються або не приймаються належним чином?"
"Om et år og en halv halv tid siden, tror jeg, jeg tror, vi fik dette AI-system, der læser vores knæ røntgenstråler. Bare i dag, spurgte jeg min kollega,! Hvad med det? '' Patienten skal have et røntgen taget på anden sal, og så's nogle AI-system, der læser billedet og fortæller, om patienten har brug for en MR eller kan bare gå hjem. Men så spurgte jeg en læge, der 'er involveret med det,! Hvem fortæller os, om patienten har brug for en MR? Er en læge ringer eller vi får en besked i systemet'''' '"" Så, min kollega sagde, 'Jeg virkelig kan ikke huske. '"" Vi ringede op til anden sal? 'Vi er blevet brugt til det, og det var en ny ansat kollega, der svarede, og hun var ligesom,, 'Jeg er ikke kender det enten, 'Jeg tror det er det er noget, der blev implementeret et år og en halv tid siden. "" Det kan bruges, men det er en risiko. "" Men de er en risiko, men jeg vil jeg en ny, at folk, jeg vil jeg tror jeg har brugt helt, at folk, jeg tror, jeg tror, jeg tror, jeg har brugt, jeg tror, jeg har brugt det, jeg tror, det, jeg har brugt det, det, det, det, jeg tror, det, det, det, det, jeg har, det, det, det, det, det, det, jeg tror, jeg fik, jeg fik dette, jeg fik dette, jeg fik dette, vi fik dette AI, vi fik dette AI jeg fik dette, vi fik dette AI jeg fik dette AI jeg fik dette AI jeg fik dette AI jeg fik dette AI jeg tror AI jeg fik dette AI jeg fik dette AI jeg fik dette AI AI jeg fik dette AI jeg fik dette AI jeg tror AI jeg tror AI jeg tror, vi fik dette AI jeg tror AI jeg fik dette AI jeg fik dette AI jeg tror AI jeg fik dette AI jeg fik dette AI","About a year and a half ago , I think , we got this AI system that reads our knee X-rays . Just today , I asked my colleague , `` What about that ? '' The patient has to have an X-ray taken on the second floor , and then 's some AI system that reads the image and tells whether the patient needs an MRI or can just go home . But then I asked a doctor who 's involved with it , `` Who tells us whether the patient needs an MRI ? Does a doctor call or do we get a message in the system ? '' So , my colleague said , `` I really ca n't remember . '' We called up to the second floor , and it was a newly hired colleague who answered , and she was like , `` I do n't know either. ” This is something that was implemented a year and a half ago . It can take time , but we 're getting used to it , you could say . But is a risk that the new AI technology will completely fade out , or is it documented that it should be used somewhere so that people start using it ? I think right now , they 're in a period where they 're using it , and then they 're looking at the data . So , they 're interpreting all the data and empirical evidence that emerges before deciding whether it 's something we should implement . That 's also why we 're in a situation where we 're asking , `` What about that ? Who did what ? and who said what to us ?","Близько півтора роки тому, я думаю, ми отримали таку систему штучного інтелекту, яка аналізує рентгеновські знімки колін. Сьогодні я саме запитав у свого колеги: ""Як щодо цього?"" Спершу пацієнт повинен зробити рентген на другому поверсі, а потім є якась система штучного інтелекту, яка аналізує знімок і визначає, чи потрібно пацієнту здійснити МРТ, чи він може просто поїхати додому. Але потім я запитав лікаря, який з цим працює: ""Хто повідомляє нам, чи потрібно пацієнту МРТ? Чи лікар телефонує, чи ми отримуємо повідомлення в системі?"" Так що мій колега сказав: ""Я дійсно не можу згадати"". Ми зателефонували на другий поверх, і там відповіла новозалучена колега, яка сказала: ""Я також не знаю"". Це щось, що було впроваджено півтора роки тому. Це може зайняти час, але ми поступово звикнемо до цього, можна сказати. Але чи є ризик того, що нова технологія штучного інтелекту зникне повністю, або чи є документація, що вона має бути використана де-небудь, щоб люди почали її використовувати? Я думаю, зараз вони в період, коли вони використовують її, і потім дивляться на дані. Так що вони інтерпретують всі дані та емпіричні докази, які виходять, перед тим як вирішити, чи це щось, що ми повинні впровадити. Тому ми знаходимося в ситуації, коли ми питаємо: ""Що з цим? Хто що робив? і хто що нам говорив?"""
"I forhold til hvad du siger, at pludselig AI kan komme ind og påvirke rækkefølgen af, hvad procedurer en person skal gennemgå først og så på. Er det også noget, der kan synes en smule skræmmende, eller er det bare noget, man kan lidt overrasket over, at der ikke er en person, der er ansvarlig for det?","In relation to what you 're saying , that suddenly AI can come in and influence the sequence of what procedures a person should undergo first and so on . Is that also something that might seem a bit scary , or is it just something that one might a little surprised by , that there is n't a person in charge of it ?","У зв'язку з тим, що ви говорите, що раптово штучний інтелект може втрутитися і вплинути на послідовність того, які процедури повинна спочатку пройти людина, і так далі. Чи не буде це лякати чи дивувати, що немає людини, яка керує цим процесом?"
"Ja,'s en smule som det. Så længe's en computer, Jeg tror, vil tage noget tid, før vi føler os godt tilpas med. Som mennesker, vi're en smule ligesom, Jeg kan se fordelen ved, og bare sparer en masse tid, fordi faktisk giver nogle anstændige beskrivelser af disse knæ. Og's kun én knæ undersøgelse, så du begynder at tænke, Okay, kan du ikke rigtig gøre så mange fejl i en knæ undersøgelse.","Yes , 's a bit like that . As long as 's a computer , I think will take some time before we feel comfortable with . As humans , we 're a bit like , I can see the advantage of , and just saves a lot of time because actually provides some decent descriptions of those knees . And 's only one knee examination , so you start thinking , `` Okay , you ca n't really make that many mistakes in a knee examination .","Так, трохи. Це комп'ютер, і я думаю, що нам знадобиться трохи часу, щоб ми почувалися комфортно. Як люди, ми бачимо перевагу цього процесу, і це економить багато часу, оскільки він фактично надає досить гідних описів тих колін. І це лише одне обстеження коліна, тому ви починаєте думати, ""Добре, ви насправді не можна зробити так багато помилок в обстеженні коліна."
"Med hensyn til den teknologi, hvor det påvirker sekvensen, hvis en patient har et spørgsmål om det, det bliver ubehageligt?","Regarding that technology where it influences the sequence , if a patient has a question about it , it become uncomfortable ?","Щодо цієї технології, де вона впливає на послідовність, якщо у пацієнта є питання про це, чи може це стати незручно?"
"Det's ubehageligt, fordi hvad siger du så? Hvis jeg var at fortælle patienten til bare at gå hjem, men så patient siger, at lægen sagde, at der var en maskine, der besluttede, at jeg havde brug for en MR-scanning. Hvorfor er jeg ikke går til en MR trods alt? Så jeg fortæller patienten, at det's AI, der bestemte det. Så patienten spørger, er der en computer, der besluttede det? 'Så jeg kan sige, hvis du har nogen spørgsmål, bedes du ringe til din læge. '"" Du ved bare ikke, hvad du skal sige, fordi det's så nyt, at offentligheden ikke rigtig forstår det. Vi 'er også helt nye til det. Hvordan vi kan give svar tilbage, vores kommunikation tilbage til patienten, alt vil ændre sig, fordi AI vil komme i spil på et tidspunkt.","It 's uncomfortable because what do you say then ? If I were to tell patient to just go home , but then patient says doctor said there was a machine that decided I needed an MRI scan . Why am I not going for an MRI after all ? So I tell patient that it 's AI that determined it . Then patient asks , `` Is there a computer that decided it ? '' So I can say , `` If you have any questions , please call your doctor . '' You just do n't know what to say because it 's so new that public does n't really understand it . We 're also quite new to it . How we may give responses back , our communication back to patient , everything will change because AI will come into play at some point .","Це незручно, оскільки що ж тоді кажеш? Якщо я скажу пацієнту просто йти додому, але потім пацієнт каже, що лікар сказав, що є машина, яка вирішила, що мені потрібна МРТ. Чому я все ж таки не йду на МРТ? Тому я кажу пацієнту, що це штучний інтелект вирішив це. Тоді пацієнт запитує: ""Чи є комп'ютер, який вирішив це?"" Тому я можу сказати: ""Якщо у вас є які-небудь питання, будь ласка, зателефонуйте своєму лікарю"". Ви просто не знаєте, що сказати, оскільки це так ново, що громадськість дійсно не розуміє це. Ми також досить нові у цьому. Як ми можемо відповідати, наша комунікація з пацієнтом, все зміниться, оскільки штучний інтелект візьме верх в певний момент."
"Har du ofte opleve... Hvad skal jeg sige... Skepticisme konservative holdninger til digitalisering? Jeg mener både blandt kolleger, men også blandt patienter?",Do you often experience ... What should I say ... Skepticism conservative attitudes towards digitization ? I mean both among colleagues but also among patients ?,"Часто ви спостерігаєте ... Що ж сказати ... Скептицизм або консервативні погляди на цифровізацію? Я маю на увазі як серед колег, так і серед пацієнтів?"
"Alder er en afgørende faktor. Også, alder af din professionelle gruppe. Unge i forhold til computere, de er vokset op med dem. Men for de ældre, kan det være en smule fjernt for dem, så det er svært for dem at forstå komme ind i det. Selv nogle af vores kolleger er ligesom... Hvad's kommer til at ske med dette? I gamle dage, vi gjorde det sådan, vi kunne se alt. Hvad med dette billede? Hvor går det hen? Og hvad sker der så? Så du er nødt til at forklare det bryde det ned for dem, så de 'er ligesom helt RIS-PACS system, hvor vi booker vores patienter. Jeg tror de fleste unge mennesker regnede det ud temmelig hurtigt, mens de ældre kolleger var ligesom. Hvordan fandt jeg patienten igen? Vi har lige fået et nyt system i sidste måned. Vi har en RIS-PACS system, hvor vi booker vores patienter. Jeg tror, at de fleste unge mennesker fandt det ud af det gamle system.","Age is a crucial factor . Also , the age of your professional group . Young people in relation to computers , they have grown up with them . But for the older ones , it can be a bit distant for them , so it 's difficult for them to understand get into it . Even some of our colleagues are like ... What 's going to happen with this ? In the old days , we did it like this that , we could see everything . What about this image ? Where does it go ? And what happens then ? So you have to explain it break it down for them , then they 're like completely ... I also think it 's a bit sad . Sometimes you miss the old system with the boards where the patients ' names were on post-its . We just got a new system last month . We have a RIS-PACS system where we book our patients . I think most young people figured it out pretty quickly , while the older colleagues were like ... How did I find the patient again ? How did I delete the image ? And I was like ... You right-click on the image press delete . I mean , that 's normal for me . It 's the same way you delete an image in Word other places . But for them , it 's like completely ... It 's the age difference . Technology poses some challenges for certain groups . And that 's how it 's always been , I think .","Вік є важливим фактором. Також вік вашої професійної групи. Молоді люди виросли з ними. Але для старших може бути трохи віддаленим поняттям, тому що їм важко зрозуміти і вникнути в це. Навіть деякі наші колеги кажуть ... Що коїться? У старі часи ми робили це так і так, і могли бачити все. А що з цим зображенням? Куди воно йде? І що тоді станеться? Тому вам потрібно пояснити і розкласти для них, а потім вони як повністю ... Я також думаю, що це трохи сумно. Іноді вам не вистачає старої системи з дошками, де імена пацієнтів були на стікерах. Ми тільки минулого місяця отримали нову систему. У нас є система RIS-PACS, де ми бронюємо наших пацієнтів. Я думаю, що більшість молодих людей зрозуміли це досить швидко, в той час як старші колеги були як ... Як мені знайти пацієнта? Як я видалив зображення? І я кажу їм ... Ви натискаєте правою кнопкою миші на зображення і натискаєте видалити. Я маю на увазі, для мене це нормально. Це той самий спосіб, яким ви видаляєте зображення в Word та інших місцях. Але для них це повністю нове ... Це різниця в віці. Технологія поставляє деякі виклики для певних груп. І так було завжди, я думаю."
"Er der nogen processer relateret til kommunikation med patienter, der mener ville være gavnligt at digitalisere eller forbedre?",Are there any processes related to communication with patients that think would be beneficial to digitize or improve ?,"Чи є які-небудь процеси, пов'язані з комунікацією з пацієнтами, які, на вашу думку, було б корисно цифровизувати або вдосконалити?"
"Hvis der var sådan en kommunikation app kunne oversætte sprog, ville være den ultimative luksus. Så ville jeg ikke behøver at annullere aftaler, og jeg ville ikke behøve at bekymre sig om tolke. Det ville gøre det så meget lettere, både for mig og patienten. Men det's slags... Det vil sandsynligvis komme på et tidspunkt.","If there was such a communication app could translate languages , would be the ultimate luxury . Then I would n't need to cancel appointments , and I would n't have to worry about interpreters . It would make it so much easier , both for me and the patient . But it 's kind of like ... It will probably come at some point .","Так, якщо було те, що я сказав раніше. Якщо було такий додаток для комунікації, який міг би перекладати мови, це був би максимальний розкіш. Тоді мені не довелося б скасовувати зустрічі, і мені не довелося б перейматися перекладачами. Це зробило б все набагато простіше, як для мене, так і для пацієнта. Але це трошки так... Це, швидше за все, з'явиться на якомусь етапі."
"Er der nogen de værktøjer, du bruger i en normal undersøgelse, som du tror ville være indlysende at digitalisere? Eller måske du tror, der er noget, der ville være meningsløst at digitalisere?",Are there any the tools you use in a normal examination that you think would be obvious to digitize ? Or perhaps you think there 's something that would be pointless to digitize ?,"Чи є які-небудь інструменти, які ви використовуєте в звичайному обстеженні, які, на вашу думку, було б очевидно цифровизувати? Або можливо, ви вважаєте, що є щось, що було б безглуздям цифровизувати?"
